pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3
25.0,38.0,19.32,0.22,12.8,0.34,19.55,1.51,27.19,59.25,1.8,130.97,991.51,2024-10-08 21:45:00,34.83
25.0,34.67,19.2,1.17,12.84,0.32,20.38,1.38,26.91,61.42,1.47,127.74,991.4,2024-10-08 22:00:00,33.43
22.67,28.0,19.02,0.91,12.93,0.34,19.93,1.06,26.73,63.34,1.29,124.24,991.37,2024-10-08 22:15:00,34.02
22.0,28.0,19.71,0.19,12.92,0.44,19.89,1.04,26.65,62.74,1.17,122.11,991.34,2024-10-08 22:30:00,34.78
22.0,28.0,19.51,,12.92,0.34,19.45,1.38,26.5,62.81,0.98,132.35,991.19,2024-10-08 22:45:00,34.62
22.0,28.0,19.62,0.16,12.96,0.37,19.78,1.2,26.47,63.0,0.91,145.25,990.89,2024-10-08 23:00:00,34.83
20.44,30.8,19.91,0.59,12.9,0.37,20.5,0.87,26.37,73.84,1.13,125.5,990.58,2024-10-08 23:15:00,34.63
20.0,37.0,19.93,0.28,12.93,0.46,20.22,1.37,26.21,76.24,0.62,133.9,990.52,2024-10-08 23:30:00,35.25
20.0,37.0,20.65,0.2,12.99,0.38,20.84,0.91,26.21,76.53,0.9,111.68,990.4,2024-10-08 23:45:00,34.15
20.0,,20.98,0.27,13.02,0.35,21.24,0.88,26.23,5.07,0.83,122.47,990.3,2024-10-09 00:00:00,33.95
20.0,,20.61,0.65,12.98,,21.25,0.46,26.13,,0.75,137.29,990.05,2024-10-09 00:15:00,34.06
20.0,,20.67,0.6,12.94,,21.29,0.86,26.14,,0.58,153.32,989.87,2024-10-09 00:30:00,34.11
20.0,,21.33,0.68,12.96,,22.01,1.72,26.23,,0.76,164.95,989.69,2024-10-09 00:45:00,34.11
20.0,,21.7,0.24,13.01,,21.92,1.18,26.19,,0.62,177.62,989.68,2024-10-09 01:00:00,34.18
14.56,,22.25,,12.96,,21.9,1.15,26.21,,0.36,152.25,989.6,2024-10-09 01:15:00,34.26
13.0,,21.86,0.44,13.05,,22.31,1.17,26.05,,0.57,140.6,989.54,2024-10-09 01:30:00,33.45
13.0,,21.76,0.66,12.87,,22.44,1.05,26.01,,0.32,160.93,989.37,2024-10-09 01:45:00,33.97
13.0,,22.54,,12.87,,22.39,1.41,25.98,,0.34,201.22,989.17,2024-10-09 02:00:00,34.33
16.11,,22.51,0.82,13.02,,23.33,1.3,25.9,,0.53,151.03,989.07,2024-10-09 02:15:00,33.26
17.0,,22.3,1.09,12.93,,23.4,0.75,25.91,,0.33,170.0,989.07,2024-10-09 02:30:00,33.84
17.0,,22.24,0.29,13.03,,22.52,1.31,25.99,,0.39,182.26,988.96,2024-10-09 02:45:00,34.28
17.0,,22.14,0.02,12.84,,22.15,1.51,25.96,,0.26,166.26,988.87,2024-10-09 03:00:00,33.68
12.4,,21.6,1.11,13.03,,22.7,0.98,25.83,,0.58,153.01,988.81,2024-10-09 03:15:00,33.91
11.0,,22.14,0.82,12.96,,22.96,1.23,25.7,,0.63,114.6,988.6,2024-10-09 03:30:00,33.67
11.0,,22.44,0.7,13.17,,23.15,1.24,25.57,,0.45,79.87,988.49,2024-10-09 03:45:00,32.62
11.0,,23.07,0.46,13.1,,23.54,1.04,25.48,,0.52,84.93,988.48,2024-10-09 04:00:00,33.21
11.0,,23.16,0.65,13.21,,23.83,1.03,25.38,,0.38,96.24,988.45,2024-10-09 04:15:00,34.54
11.0,,23.4,1.21,13.09,,24.62,0.89,25.42,,0.39,163.51,988.51,2024-10-09 04:30:00,33.18
11.0,,23.71,0.65,13.07,,24.37,0.84,25.52,,0.82,243.9,988.59,2024-10-09 04:45:00,32.88
11.0,,24.38,,13.08,,24.15,0.85,25.19,,0.73,253.37,988.63,2024-10-09 05:00:00,34.25
21.73,,24.47,,13.03,,24.12,0.89,25.08,,0.67,251.0,988.74,2024-10-09 05:15:00,34.8
25.0,,24.37,0.43,12.97,,24.82,1.21,25.08,,0.55,257.47,988.88,2024-10-09 05:30:00,33.75
25.0,,24.69,0.37,12.88,,25.07,0.89,25.05,,1.18,243.4,989.04,2024-10-09 05:45:00,33.84
25.0,,24.51,0.15,13.08,,24.66,0.94,24.87,,1.19,248.97,989.27,2024-10-09 06:00:00,34.41
26.56,,24.89,,13.06,,24.62,1.04,24.91,,1.13,255.89,989.47,2024-10-09 06:15:00,34.03
27.0,,24.75,0.03,13.05,,24.79,1.04,25.13,,1.09,251.15,989.67,2024-10-09 06:30:00,34.14
27.0,47.2,24.84,0.06,13.15,0.42,24.89,0.97,25.57,74.1,1.26,283.44,989.79,2024-10-09 06:45:00,34.66
27.0,56.0,25.22,0.27,13.14,0.36,25.48,1.02,25.65,72.33,1.45,295.48,989.85,2024-10-09 07:00:00,34.65
29.3,54.2,25.13,0.39,13.12,0.49,25.51,1.0,26.3,70.24,1.11,281.1,989.86,2024-10-09 07:15:00,34.27
30.0,47.0,24.78,0.29,13.04,0.37,25.07,0.95,27.28,67.07,0.99,246.98,990.07,2024-10-09 07:30:00,33.93
30.0,47.0,25.35,,13.02,0.33,25.08,1.24,27.79,63.77,1.26,230.16,990.34,2024-10-09 07:45:00,34.47
30.0,50.61,25.24,,13.0,0.46,25.0,1.06,28.59,61.33,1.34,256.18,990.52,2024-10-09 08:00:00,33.9
28.33,52.0,24.82,,13.07,0.32,24.26,0.94,30.03,56.88,1.08,208.16,990.58,2024-10-09 08:15:00,33.34
28.0,52.0,24.69,,13.1,0.52,24.48,0.99,29.79,52.11,1.24,121.32,990.54,2024-10-09 08:30:00,32.92
28.0,28.67,24.46,,12.94,0.38,24.44,1.44,29.19,50.84,1.47,133.0,990.68,2024-10-09 08:45:00,33.2
28.0,29.67,24.56,0.35,13.06,0.32,24.94,0.98,29.9,50.26,1.44,137.28,990.72,2024-10-09 09:00:00,33.72
18.67,35.0,24.42,0.29,13.06,0.35,24.72,1.26,30.22,50.57,1.48,133.86,990.79,2024-10-09 09:15:00,34.06
16.0,35.0,24.73,,13.06,0.4,24.14,0.88,30.23,50.39,1.46,100.54,990.87,2024-10-09 09:30:00,35.04
16.0,35.0,23.62,0.65,12.96,0.35,24.26,1.11,30.08,52.21,0.85,177.69,990.79,2024-10-09 09:45:00,33.62
16.0,33.07,23.72,0.36,13.03,0.3,24.07,1.02,30.06,52.04,0.89,165.88,990.66,2024-10-09 10:00:00,32.72
16.0,29.0,29.31,,24.61,0.34,27.29,1.98,30.39,48.72,1.04,176.37,990.46,2024-10-09 10:15:00,40.05
16.0,29.0,24.99,0.14,16.35,0.35,25.12,1.42,30.73,45.02,1.24,151.56,990.26,2024-10-09 10:30:00,35.07
16.0,29.0,21.65,1.14,14.13,0.31,22.78,0.97,30.12,41.74,1.47,192.4,990.09,2024-10-09 10:45:00,32.06
16.0,28.67,21.5,1.68,13.28,0.33,23.19,1.41,30.56,41.48,1.07,166.08,989.93,2024-10-09 11:00:00,32.22
12.91,28.0,21.25,1.95,12.67,0.5,23.19,1.13,30.78,41.99,1.55,139.72,989.77,2024-10-09 11:15:00,32.42
12.0,28.0,22.0,1.18,12.38,0.44,23.18,1.42,30.86,40.55,1.36,148.04,989.49,2024-10-09 11:30:00,33.77
12.0,28.0,22.11,,12.45,0.37,21.98,0.7,32.33,39.07,1.05,279.99,989.05,2024-10-09 11:45:00,34.86
12.0,28.0,21.51,0.48,13.05,0.35,21.99,1.21,32.74,37.23,1.06,178.39,988.62,2024-10-09 12:00:00,34.19
12.0,28.0,23.3,,14.49,0.43,22.93,2.07,32.55,37.33,1.11,232.77,988.18,2024-10-09 12:15:00,36.04
12.0,43.6,23.16,0.42,16.92,0.42,23.56,1.69,32.57,33.76,1.13,232.35,987.96,2024-10-09 12:30:00,36.89
12.0,39.33,20.04,1.8,14.27,0.33,21.84,1.34,32.71,32.62,0.99,196.23,987.54,2024-10-09 12:45:00,34.17
12.0,35.88,19.49,2.14,13.26,0.33,21.64,0.9,33.29,31.47,1.26,233.7,987.16,2024-10-09 13:00:00,32.37
,25.0,19.69,2.39,12.97,0.38,22.08,1.52,33.43,30.46,0.96,214.01,986.96,2024-10-09 13:15:00,32.61
,25.0,19.07,2.27,12.78,0.36,21.34,0.82,33.49,28.0,1.33,240.8,986.38,2024-10-09 13:30:00,32.99
,25.0,25.49,0.91,25.49,0.32,26.43,0.41,34.01,27.41,1.11,180.06,986.54,2024-10-09 13:45:00,34.99
,25.0,21.14,1.71,16.22,0.43,22.84,0.92,30.97,28.72,3.13,97.55,986.77,2024-10-09 14:00:00,34.8
,29.0,16.76,2.46,14.02,0.35,19.22,1.04,25.93,27.39,4.27,122.66,986.81,2024-10-09 14:15:00,32.91
,29.0,16.76,2.04,13.12,0.51,18.8,0.69,23.48,25.1,3.26,138.72,986.54,2024-10-09 14:30:00,33.25
,29.0,16.85,2.02,12.79,0.39,18.86,0.91,23.75,24.89,2.21,155.48,986.21,2024-10-09 14:45:00,33.54
,43.6,16.76,1.62,12.72,0.41,18.39,1.09,24.14,26.95,1.72,158.0,986.03,2024-10-09 15:00:00,34.07
,56.0,17.21,1.05,13.15,0.38,18.27,1.09,24.47,27.24,1.09,156.68,985.8,2024-10-09 15:15:00,34.87
,56.0,17.81,1.94,13.74,0.49,19.75,1.08,24.59,26.93,1.22,149.66,985.63,2024-10-09 15:30:00,34.69
,50.4,17.84,2.31,13.9,0.4,20.14,0.91,24.87,26.42,1.3,112.75,985.51,2024-10-09 15:45:00,33.05
,52.8,18.01,2.14,12.86,0.44,20.14,0.91,24.83,26.57,1.2,123.57,985.4,2024-10-09 16:00:00,33.45
4.64,56.0,19.6,1.28,12.45,0.37,20.89,0.72,25.21,27.69,0.98,133.32,985.51,2024-10-09 16:15:00,34.92
6.0,50.0,20.42,1.65,12.2,0.45,22.07,1.23,25.41,28.8,1.03,115.44,985.72,2024-10-09 16:30:00,34.15
6.0,47.0,20.74,1.48,12.42,0.35,22.23,1.1,25.67,30.67,1.13,106.79,985.82,2024-10-09 16:45:00,33.44
6.0,47.94,20.68,1.48,12.78,0.36,22.16,0.83,25.75,33.08,1.35,104.41,986.15,2024-10-09 17:00:00,33.33
22.33,52.0,20.88,1.82,12.73,0.42,22.69,1.12,25.99,42.42,1.66,91.9,986.34,2024-10-09 17:15:00,33.39
27.0,52.0,20.82,1.52,12.92,0.47,22.34,0.78,26.33,46.86,1.53,77.38,986.39,2024-10-09 17:30:00,34.15
27.0,42.0,21.29,1.01,12.97,0.39,22.31,1.36,26.45,45.79,0.54,81.68,986.68,2024-10-09 17:45:00,35.03
,,21.5,1.26,13.02,0.34,22.77,0.81,26.46,44.62,0.66,161.75,986.93,2024-10-09 18:00:00,34.46
32.37,33.4,20.94,1.51,12.94,0.35,22.46,1.04,26.47,44.13,0.45,185.61,987.28,2024-10-09 18:15:00,33.49
34.0,35.0,21.34,1.58,12.91,0.36,22.92,0.98,26.48,44.87,0.57,119.82,987.39,2024-10-09 18:30:00,33.14
34.0,35.0,22.27,2.12,13.02,0.36,24.38,0.85,26.41,46.42,0.54,94.56,987.54,2024-10-09 18:45:00,32.48
34.0,35.0,22.61,1.4,13.05,0.35,24.01,0.75,26.36,47.47,0.62,81.15,987.28,2024-10-09 19:00:00,33.82
,,22.12,0.69,12.96,0.33,22.81,1.37,26.35,48.56,0.58,73.77,987.41,2024-10-09 19:15:00,34.01
,,22.35,0.6,12.96,0.37,22.96,1.14,26.32,48.92,0.56,94.85,987.63,2024-10-09 19:30:00,33.82
,,23.01,,12.94,0.29,22.84,0.95,26.35,48.03,0.76,158.85,987.96,2024-10-09 19:45:00,34.35
,,22.99,0.48,13.06,0.35,23.47,1.2,26.17,48.34,0.9,159.74,988.16,2024-10-09 20:00:00,34.33
,,23.8,1.77,13.05,0.41,25.58,1.36,26.07,49.5,0.72,146.68,988.37,2024-10-09 20:15:00,33.0
,,24.92,1.63,12.98,0.49,26.56,1.2,26.07,51.15,0.54,140.36,988.7,2024-10-09 20:30:00,33.96
,,25.21,1.39,13.08,0.39,26.58,1.29,26.05,52.13,0.62,128.82,989.0,2024-10-09 20:45:00,33.96
,,24.07,1.12,13.09,0.34,25.18,1.01,26.0,53.35,0.81,124.98,988.95,2024-10-09 21:00:00,34.06
27.33,28.0,22.88,1.05,13.08,0.39,23.92,0.86,25.9,54.34,0.58,135.74,989.01,2024-10-09 21:15:00,34.39
26.0,34.0,22.84,1.03,13.02,0.4,23.88,0.88,25.89,55.2,0.55,107.35,989.09,2024-10-09 21:30:00,33.58
26.0,39.6,23.5,0.71,12.99,0.42,24.21,1.12,25.83,56.11,0.72,137.03,989.3,2024-10-09 21:45:00,33.69
26.0,35.0,23.28,0.55,13.09,0.35,23.83,0.92,25.83,57.11,0.79,131.58,989.58,2024-10-09 22:00:00,34.11
22.17,35.0,23.42,,13.03,0.39,23.0,1.14,25.79,58.6,0.94,134.59,989.7,2024-10-09 22:15:00,34.31
21.0,35.0,23.65,,12.99,0.34,23.21,1.26,25.83,59.02,0.69,122.4,989.65,2024-10-09 22:30:00,34.01
21.0,32.27,23.99,,12.97,0.31,23.78,1.06,25.83,59.76,0.6,99.45,989.6,2024-10-09 22:45:00,34.0
21.0,29.0,23.38,0.23,13.01,0.34,23.62,0.74,25.87,61.26,0.59,60.66,989.45,2024-10-09 23:00:00,33.95
15.56,29.0,23.25,0.18,13.01,0.35,23.43,0.66,25.78,62.83,1.07,83.61,989.3,2024-10-09 23:15:00,33.83
14.0,29.0,23.62,,12.98,0.33,23.45,1.12,25.83,63.72,0.62,77.12,989.1,2024-10-09 23:30:00,33.9
14.0,28.53,23.51,0.63,13.02,0.34,24.14,0.83,25.87,64.34,0.53,122.42,988.86,2024-10-09 23:45:00,33.63
14.0,28.0,23.07,0.53,12.87,0.52,23.57,1.07,25.84,64.93,0.51,120.98,988.76,2024-10-10 00:00:00,33.3
23.2,28.0,22.8,,13.0,0.43,22.66,0.66,25.8,64.9,0.55,121.47,988.46,2024-10-10 00:15:00,33.78
26.0,28.0,22.64,0.07,13.08,0.36,22.71,1.2,25.86,64.9,0.42,118.11,988.29,2024-10-10 00:30:00,34.52
26.0,28.0,22.53,0.38,13.11,0.34,22.91,1.14,25.83,65.45,0.54,114.66,988.13,2024-10-10 00:45:00,34.36
26.0,28.0,22.61,,13.16,0.44,22.49,1.3,25.56,66.08,0.58,141.09,987.87,2024-10-10 01:00:00,34.29
18.33,46.0,22.91,0.15,13.2,0.4,23.06,1.0,25.45,66.79,0.46,136.65,987.77,2024-10-10 01:15:00,33.08
16.0,38.0,23.83,,13.1,0.34,22.98,1.28,25.39,67.35,0.39,176.16,987.71,2024-10-10 01:30:00,34.1
16.0,34.41,23.37,0.4,13.14,0.37,23.77,0.94,25.38,67.85,0.44,147.21,987.72,2024-10-10 01:45:00,34.65
16.0,25.0,22.71,,13.22,0.35,22.65,0.81,25.42,68.04,0.46,123.49,987.53,2024-10-10 02:00:00,34.22
15.23,25.0,22.56,,13.16,0.37,22.55,1.19,25.22,68.71,0.42,94.0,987.26,2024-10-10 02:15:00,33.22
15.0,25.0,23.08,0.25,13.14,0.32,23.34,1.06,25.34,69.47,0.36,129.09,987.07,2024-10-10 02:30:00,33.0
15.0,25.53,23.16,,13.1,0.47,23.06,1.07,25.39,70.34,0.39,66.25,986.96,2024-10-10 02:45:00,33.81
15.0,29.0,22.98,,13.2,0.32,22.69,1.31,25.16,71.63,0.37,56.42,986.86,2024-10-10 03:00:00,34.15
11.89,29.0,23.27,,13.23,0.51,22.56,1.18,25.09,72.5,0.32,177.95,986.79,2024-10-10 03:15:00,34.52
11.0,29.0,23.31,0.25,13.15,0.4,23.56,1.29,25.1,73.26,0.42,84.61,986.69,2024-10-10 03:30:00,33.43
11.0,47.2,23.91,0.39,13.24,0.42,24.29,1.4,25.08,73.78,0.26,214.26,986.69,2024-10-10 03:45:00,33.02
11.0,56.0,24.55,,13.18,0.36,24.18,1.0,25.08,73.98,0.54,252.11,986.63,2024-10-10 04:00:00,33.63
20.0,56.0,24.53,0.16,13.2,0.51,24.68,1.28,25.0,74.75,0.78,144.28,986.66,2024-10-10 04:15:00,34.13
23.0,48.8,24.79,0.1,13.14,0.39,24.89,1.04,24.9,74.97,0.82,49.02,986.86,2024-10-10 04:30:00,33.93
23.0,54.4,24.27,,13.17,0.44,23.88,1.06,24.79,75.12,0.88,170.5,987.05,2024-10-10 04:45:00,33.91
23.0,56.0,24.1,,13.21,0.41,23.68,1.07,24.86,75.15,0.38,157.59,987.17,2024-10-10 05:00:00,33.95
19.11,48.8,24.76,,13.12,0.42,24.18,1.26,24.98,74.94,0.44,234.87,987.35,2024-10-10 05:15:00,33.73
18.0,47.0,24.38,,13.05,0.34,24.02,0.77,24.87,74.8,0.4,173.46,987.58,2024-10-10 05:30:00,34.5
18.0,48.61,24.47,0.05,13.08,0.39,24.52,0.88,24.83,74.71,0.35,74.04,987.83,2024-10-10 05:45:00,33.56
18.0,52.0,25.58,,13.18,0.38,25.07,1.03,24.88,74.35,0.35,103.11,987.99,2024-10-10 06:00:00,33.37
24.9,52.0,25.92,,13.2,0.49,25.48,1.43,24.82,73.74,0.68,261.76,988.16,2024-10-10 06:15:00,33.62
27.0,38.67,25.38,0.23,13.14,0.37,25.61,0.99,24.96,72.79,0.34,218.01,988.33,2024-10-10 06:30:00,34.14
,,26.03,,13.15,0.35,25.88,1.09,25.46,71.78,0.42,181.56,988.51,2024-10-10 06:45:00,33.63
27.0,34.47,26.47,0.28,12.99,0.35,26.75,0.84,25.78,70.44,0.45,206.44,988.74,2024-10-10 07:00:00,32.56
,,26.75,0.77,13.09,0.4,27.51,0.88,26.43,68.29,0.41,230.87,988.94,2024-10-10 07:15:00,31.87
,,27.65,,13.18,0.35,27.42,1.08,26.89,65.69,0.48,223.36,989.06,2024-10-10 07:30:00,33.59
,,28.52,0.04,13.19,0.31,28.55,1.49,27.68,63.45,0.41,189.44,989.27,2024-10-10 07:45:00,33.04
,,28.77,0.01,13.19,0.35,28.78,1.24,27.93,61.2,0.77,171.98,989.32,2024-10-10 08:00:00,32.87
,,28.78,,13.22,0.35,28.45,0.62,28.3,59.19,0.75,181.05,989.43,2024-10-10 08:15:00,33.32
,,27.93,,13.14,0.3,27.69,1.19,28.22,56.83,0.97,173.09,989.51,2024-10-10 08:30:00,33.3
,,27.33,0.22,13.16,0.34,27.55,1.17,28.26,54.94,1.0,169.87,989.72,2024-10-10 08:45:00,33.58
,,27.28,,13.22,0.45,27.22,1.03,28.45,53.14,1.08,180.09,989.86,2024-10-10 09:00:00,34.18
20.44,28.0,27.67,0.07,13.02,0.46,27.74,1.3,29.44,50.1,0.86,145.46,989.88,2024-10-10 09:15:00,33.23
16.0,28.0,27.66,0.07,13.1,0.39,27.73,1.25,29.04,47.77,1.03,151.99,989.7,2024-10-10 09:30:00,33.27
16.0,28.0,27.56,0.01,13.25,0.33,27.58,1.14,29.13,46.28,0.77,166.79,989.55,2024-10-10 09:45:00,32.48
16.0,28.0,28.56,,13.29,0.42,27.69,0.91,28.06,44.44,2.03,73.7,989.46,2024-10-10 10:00:00,32.61
12.17,36.4,28.17,,13.24,0.4,28.03,1.36,27.11,43.92,1.81,69.42,989.46,2024-10-10 10:15:00,32.82
11.0,43.33,27.99,,13.22,0.36,27.78,1.0,26.92,41.62,1.55,78.34,989.41,2024-10-10 10:30:00,33.94
11.0,36.0,27.11,,13.19,0.34,26.65,0.85,26.95,39.75,2.05,52.69,989.35,2024-10-10 10:45:00,33.26
11.0,29.28,26.22,,13.17,0.41,25.84,1.01,27.43,39.34,1.7,90.71,989.13,2024-10-10 11:00:00,31.51
14.83,25.0,25.65,0.22,13.19,0.33,25.86,1.11,27.77,38.56,1.55,92.15,988.81,2024-10-10 11:15:00,32.87
16.0,25.0,36.97,,,0.37,36.43,,28.16,37.65,1.07,69.51,988.4,2024-10-10 11:30:00,46.21
16.0,25.0,35.22,0.21,37.24,0.34,35.42,1.63,28.51,35.36,1.57,89.13,988.21,2024-10-10 11:45:00,44.14
16.0,27.4,41.1,1.05,,0.43,42.12,,28.68,34.87,1.5,141.76,987.85,2024-10-10 12:00:00,44.52
,29.0,34.63,1.56,39.7,0.45,36.19,1.1,28.94,34.61,1.25,146.89,987.59,2024-10-10 12:15:00,40.05
,29.0,21.45,2.1,20.52,0.43,23.53,0.9,29.17,33.48,1.56,174.34,987.34,2024-10-10 12:30:00,30.19
,36.0,21.36,1.03,15.03,0.37,22.39,0.85,28.93,31.94,1.59,111.86,987.02,2024-10-10 12:45:00,29.95
,52.8,23.41,1.19,13.55,0.44,24.61,0.62,29.06,29.76,1.49,123.18,986.6,2024-10-10 13:00:00,31.68
,56.0,23.72,0.98,11.6,0.37,24.67,1.15,29.06,27.58,1.6,129.64,986.27,2024-10-10 13:15:00,32.78
1.0,55.2,24.12,1.28,12.11,0.47,25.4,0.98,29.78,27.34,1.75,125.26,985.85,2024-10-10 13:30:00,32.52
1.0,48.0,24.01,1.75,13.15,0.43,25.75,1.37,30.18,27.29,1.31,90.19,985.45,2024-10-10 13:45:00,32.84
1.0,56.0,23.73,1.4,12.63,0.35,25.15,1.13,29.9,28.82,1.56,131.47,985.17,2024-10-10 14:00:00,32.64
14.03,53.6,23.81,1.22,12.35,0.49,25.04,1.51,30.46,30.5,1.14,107.87,984.98,2024-10-10 14:15:00,32.54
18.0,47.0,23.39,1.79,11.93,0.37,25.18,1.35,30.91,32.03,1.04,106.61,984.88,2024-10-10 14:30:00,32.27
18.0,47.0,22.75,2.54,12.79,0.34,25.3,1.01,30.38,31.36,1.26,69.65,984.75,2024-10-10 14:45:00,31.84
18.0,50.94,22.17,2.54,12.7,0.44,24.7,1.13,30.0,31.58,1.53,91.29,984.58,2024-10-10 15:00:00,31.62
18.78,52.0,22.07,2.04,13.08,0.34,24.11,1.34,30.12,31.11,1.87,99.48,984.31,2024-10-10 15:15:00,32.85
19.0,52.0,22.72,1.92,13.12,0.51,24.64,1.39,30.37,31.23,2.11,134.39,984.06,2024-10-10 15:30:00,33.12
19.0,27.0,23.3,1.29,13.21,0.38,24.58,1.3,30.51,33.41,1.58,80.49,984.17,2024-10-10 15:45:00,33.39
19.0,30.2,23.46,1.19,13.13,0.32,24.65,0.98,30.53,33.21,1.21,116.57,984.28,2024-10-10 16:00:00,34.32
12.87,35.0,23.01,1.97,13.28,0.35,24.98,1.44,30.09,32.34,1.37,132.14,984.35,2024-10-10 16:15:00,33.6
11.0,35.0,22.88,1.95,13.22,0.39,24.82,1.02,29.95,34.1,1.37,112.86,984.49,2024-10-10 16:30:00,32.45
11.0,35.0,22.77,1.88,13.14,0.35,24.65,1.15,29.49,35.18,1.22,121.24,984.6,2024-10-10 16:45:00,33.35
11.0,32.67,23.15,1.5,13.32,0.3,24.65,1.37,29.42,36.74,0.84,100.89,984.74,2024-10-10 17:00:00,33.98
19.56,29.0,22.86,2.05,13.25,0.34,24.92,1.18,29.09,38.54,0.9,96.55,984.86,2024-10-10 17:15:00,33.3
22.0,29.0,22.8,2.22,13.19,0.35,25.01,1.21,28.61,39.52,1.21,67.16,985.12,2024-10-10 17:30:00,32.93
22.0,29.0,23.77,2.04,13.2,0.32,25.8,1.21,28.25,40.74,0.99,71.39,985.36,2024-10-10 17:45:00,32.36
22.0,28.6,23.42,1.56,13.24,0.33,24.97,1.06,28.04,40.57,1.15,73.23,985.69,2024-10-10 18:00:00,32.36
,,23.07,1.1,13.34,0.52,24.17,1.05,27.84,41.27,1.35,64.87,985.76,2024-10-10 18:15:00,32.8
,,23.28,0.39,13.18,0.42,23.66,1.45,27.74,44.93,1.42,77.72,985.89,2024-10-10 18:30:00,33.33
,,22.57,1.62,13.05,0.37,24.19,0.88,27.66,46.7,2.79,100.05,986.03,2024-10-10 18:45:00,32.27
,,23.02,1.53,13.25,0.35,24.55,1.28,27.19,47.4,2.41,93.93,986.14,2024-10-10 19:00:00,32.19
,,23.23,1.78,13.2,0.44,25.02,0.92,26.6,51.23,2.15,103.76,986.47,2024-10-10 19:15:00,33.15
25.0,42.8,22.25,1.46,13.14,0.41,23.71,0.91,26.1,53.43,2.07,101.49,986.8,2024-10-10 19:30:00,33.62
25.0,35.0,21.47,1.97,13.12,0.35,23.44,1.16,25.8,54.59,1.85,106.82,987.23,2024-10-10 19:45:00,33.34
25.0,35.0,21.91,1.6,13.25,0.42,23.52,1.28,25.67,55.85,1.52,121.52,987.59,2024-10-10 20:00:00,33.38
23.47,35.0,21.59,1.1,13.15,0.35,22.69,0.69,25.58,56.22,1.07,143.93,987.96,2024-10-10 20:15:00,33.32
23.0,34.67,21.37,1.07,13.15,0.29,22.44,1.15,25.38,57.42,1.24,147.11,988.36,2024-10-10 20:30:00,33.16
23.0,29.0,21.57,1.25,13.1,0.35,22.8,1.08,25.48,57.78,0.98,111.9,988.51,2024-10-10 20:45:00,32.57
23.0,29.0,21.74,0.85,13.08,0.35,22.59,1.04,25.36,58.39,0.96,54.37,988.57,2024-10-10 21:00:00,33.33
