pm2.5,co,ozone,timestamp
159.91,,10.82,2020-12-16 09:30:00
159.91,,11.38,2020-12-16 09:45:00
159.91,,9.87,2020-12-16 10:00:00
193.98,2.19,7.69,2020-12-16 10:15:00
201.91,3.6,12.43,2020-12-16 10:30:00
201.91,2.13,13.63,2020-12-16 10:45:00
201.91,3.53,16.91,2020-12-16 11:00:00
219.22,2.82,16.97,2020-12-16 11:15:00
223.25,,27.28,2020-12-16 11:30:00
223.25,2.43,19.16,2020-12-16 11:45:00
223.25,1.39,16.27,2020-12-16 12:00:00
202.62,2.17,15.15,2020-12-16 12:15:00
197.81,1.3,17.05,2020-12-16 12:30:00
197.81,2.54,14.88,2020-12-16 12:45:00
197.81,1.16,14.37,2020-12-16 13:00:00
169.69,2.6,13.81,2020-12-16 13:15:00
163.15,,10.45,2020-12-16 13:30:00
163.15,2.59,10.79,2020-12-16 13:45:00
163.15,1.5,13.47,2020-12-16 14:00:00
139.5,3.38,12.15,2020-12-16 14:15:00
133.99,1.85,14.16,2020-12-16 14:30:00
133.99,3.11,11.56,2020-12-16 14:45:00
133.99,1.74,10.11,2020-12-16 15:00:00
99.11,3.17,14.28,2020-12-16 15:15:00
90.99,2.09,30.43,2020-12-16 15:30:00
90.99,2.85,33.12,2020-12-16 15:45:00
90.99,4.35,33.16,2020-12-16 16:00:00
,0.0,,2020-12-16 18:00:00
85.59,0.3,2.18,2020-12-16 18:15:00
84.71,0.3,13.39,2020-12-16 18:30:00
84.71,0.3,4.56,2020-12-16 18:45:00
84.71,0.3,5.0,2020-12-16 19:00:00
64.99,0.3,4.24,2020-12-16 19:15:00
60.39,0.3,6.48,2020-12-16 19:30:00
60.39,0.3,6.28,2020-12-16 19:45:00
60.39,0.3,9.64,2020-12-16 20:00:00
82.33,0.3,9.38,2020-12-16 20:15:00
87.44,0.3,11.74,2020-12-16 20:30:00
87.44,0.3,15.75,2020-12-16 20:45:00
87.44,0.3,16.76,2020-12-16 21:00:00
95.86,0.3,15.72,2020-12-16 21:15:00
97.83,0.3,14.39,2020-12-16 21:30:00
97.83,0.3,16.26,2020-12-16 21:45:00
97.83,0.3,15.39,2020-12-16 22:00:00
92.79,0.3,16.14,2020-12-16 22:15:00
91.62,0.3,19.64,2020-12-16 22:30:00
91.62,0.3,18.62,2020-12-16 22:45:00
91.62,0.3,18.99,2020-12-16 23:00:00
92.57,0.3,18.35,2020-12-16 23:15:00
92.79,0.3,19.22,2020-12-16 23:30:00
92.79,0.3,18.23,2020-12-17 00:00:00
96.45,0.3,17.81,2020-12-17 00:15:00
97.3,0.3,17.07,2020-12-17 00:30:00
97.3,0.3,15.86,2020-12-17 00:45:00
97.3,0.3,16.92,2020-12-17 01:00:00
82.57,0.3,16.82,2020-12-17 01:15:00
79.13,0.3,15.88,2020-12-17 01:30:00
79.13,0.3,17.18,2020-12-17 01:45:00
79.13,0.3,17.16,2020-12-17 02:00:00
91.88,0.3,15.74,2020-12-17 02:15:00
94.85,0.3,15.19,2020-12-17 02:30:00
94.85,0.3,13.64,2020-12-17 02:45:00
94.85,0.3,12.68,2020-12-17 03:00:00
96.75,0.3,12.7,2020-12-17 03:15:00
97.19,0.3,12.27,2020-12-17 03:30:00
97.19,0.3,12.38,2020-12-17 03:45:00
97.19,0.3,11.67,2020-12-17 04:00:00
92.91,0.3,11.48,2020-12-17 04:15:00
91.91,0.3,10.97,2020-12-17 04:30:00
91.91,0.3,9.53,2020-12-17 04:45:00
91.91,0.3,10.41,2020-12-17 05:00:00
100.49,0.3,11.02,2020-12-17 05:15:00
102.49,0.3,9.69,2020-12-17 05:30:00
102.49,0.3,9.52,2020-12-17 05:45:00
102.49,0.3,9.94,2020-12-17 06:00:00
112.39,0.3,10.01,2020-12-17 06:15:00
114.7,0.3,9.08,2020-12-17 06:30:00
114.7,0.3,8.71,2020-12-17 06:45:00
114.7,0.3,9.03,2020-12-17 07:00:00
113.71,0.3,8.35,2020-12-17 07:15:00
113.48,0.3,8.1,2020-12-17 07:30:00
113.48,0.3,9.37,2020-12-17 07:45:00
113.48,0.3,9.66,2020-12-17 08:00:00
129.08,0.3,10.5,2020-12-17 08:15:00
132.72,0.3,11.87,2020-12-17 08:30:00
132.72,0.3,14.16,2020-12-17 08:45:00
132.72,0.3,15.23,2020-12-17 09:00:00
163.88,0.3,16.13,2020-12-17 09:15:00
171.13,0.3,16.9,2020-12-17 09:30:00
171.13,0.28,16.77,2020-12-17 09:45:00
171.13,0.3,12.8,2020-12-17 10:00:00
165.54,0.22,10.87,2020-12-17 10:15:00
164.23,0.2,10.27,2020-12-17 10:30:00
164.23,0.0,9.76,2020-12-17 10:45:00
164.23,0.0,9.84,2020-12-17 11:00:00
124.85,0.36,10.01,2020-12-17 11:15:00
115.68,0.36,10.91,2020-12-17 11:30:00
115.68,0.36,11.02,2020-12-17 11:45:00
115.68,0.36,10.51,2020-12-17 12:00:00
89.97,0.34,12.26,2020-12-17 12:15:00
83.99,0.29,13.24,2020-12-17 12:30:00
83.99,0.29,13.6,2020-12-17 12:45:00
83.99,0.29,12.5,2020-12-17 13:00:00
74.34,0.29,14.97,2020-12-17 13:15:00
72.09,0.29,14.57,2020-12-17 13:30:00
72.09,0.29,14.4,2020-12-17 13:45:00
72.09,0.29,14.83,2020-12-17 14:00:00
62.73,0.29,15.06,2020-12-17 14:15:00
60.56,0.29,14.43,2020-12-17 14:30:00
60.56,0.42,15.32,2020-12-17 14:45:00
60.56,0.45,12.87,2020-12-17 15:00:00
50.83,0.45,12.16,2020-12-17 15:15:00
48.57,0.45,9.5,2020-12-17 15:30:00
48.57,0.45,8.24,2020-12-17 15:45:00
48.57,0.45,8.63,2020-12-17 16:00:00
55.4,0.42,7.72,2020-12-17 16:15:00
56.99,0.39,7.54,2020-12-17 16:30:00
56.99,0.39,7.52,2020-12-17 16:45:00
56.99,0.39,8.93,2020-12-17 17:00:00
54.58,0.39,9.65,2020-12-17 17:15:00
54.02,0.39,8.1,2020-12-17 17:30:00
54.02,0.39,3.87,2020-12-17 17:45:00
54.02,0.39,4.14,2020-12-17 18:00:00
87.21,0.39,5.86,2020-12-17 18:15:00
94.94,0.39,5.71,2020-12-17 18:30:00
94.94,0.39,6.63,2020-12-17 18:45:00
94.94,0.39,6.71,2020-12-17 19:00:00
119.36,0.39,6.09,2020-12-17 19:15:00
125.04,0.39,6.87,2020-12-17 19:30:00
125.04,0.39,7.29,2020-12-17 19:45:00
125.04,0.39,6.35,2020-12-17 20:00:00
127.1,0.62,7.43,2020-12-17 20:15:00
127.58,0.83,8.34,2020-12-17 20:30:00
127.58,0.83,7.43,2020-12-17 20:45:00
127.58,0.83,5.76,2020-12-17 21:00:00
125.52,0.83,5.64,2020-12-17 21:15:00
125.03,0.83,4.93,2020-12-17 21:30:00
125.03,0.83,4.73,2020-12-17 21:45:00
125.03,0.83,3.51,2020-12-17 22:00:00
100.91,0.83,4.7,2020-12-17 22:15:00
95.29,0.83,5.38,2020-12-17 22:30:00
95.29,0.83,5.53,2020-12-17 22:45:00
95.29,0.83,5.87,2020-12-17 23:00:00
109.51,0.81,5.07,2020-12-17 23:15:00
112.82,0.53,4.67,2020-12-17 23:30:00
112.82,0.53,3.87,2020-12-18 00:00:00
122.44,0.53,4.49,2020-12-18 00:15:00
124.68,0.53,7.07,2020-12-18 00:30:00
124.68,0.53,6.85,2020-12-18 00:45:00
124.68,0.53,5.98,2020-12-18 01:00:00
128.58,0.53,6.94,2020-12-18 01:15:00
129.49,0.53,6.98,2020-12-18 01:30:00
129.49,0.53,6.35,2020-12-18 01:45:00
129.49,0.53,5.66,2020-12-18 02:00:00
139.3,0.53,5.63,2020-12-18 02:15:00
141.58,0.53,4.45,2020-12-18 02:30:00
141.58,0.53,3.39,2020-12-18 02:45:00
141.58,0.53,2.98,2020-12-18 03:00:00
118.65,0.53,2.15,2020-12-18 03:15:00
113.31,0.53,3.53,2020-12-18 03:30:00
113.31,0.53,2.82,2020-12-18 03:45:00
113.31,0.53,2.63,2020-12-18 04:00:00
103.95,0.53,2.08,2020-12-18 04:15:00
101.76,0.53,1.71,2020-12-18 04:30:00
101.76,0.53,1.45,2020-12-18 04:45:00
101.76,0.53,1.3,2020-12-18 05:00:00
123.16,0.53,0.38,2020-12-18 05:15:00
128.15,0.53,,2020-12-18 05:30:00
128.15,0.53,,2020-12-18 05:45:00
128.15,0.53,,2020-12-18 06:00:00
114.7,0.53,,2020-12-18 06:15:00
111.57,0.53,,2020-12-18 06:30:00
111.57,0.53,,2020-12-18 06:45:00
111.57,0.53,,2020-12-18 07:00:00
117.36,0.53,,2020-12-18 07:15:00
118.71,0.56,,2020-12-18 07:30:00
118.71,0.61,,2020-12-18 07:45:00
118.71,0.61,,2020-12-18 08:00:00
139.19,0.61,,2020-12-18 08:15:00
143.96,0.61,,2020-12-18 08:30:00
143.96,0.61,0.26,2020-12-18 08:45:00
143.96,0.61,1.51,2020-12-18 09:00:00
139.23,0.61,0.72,2020-12-18 09:15:00
138.13,0.61,0.81,2020-12-18 09:30:00
138.13,0.61,1.04,2020-12-18 09:45:00
138.13,0.61,,2020-12-18 10:00:00
181.48,0.61,,2020-12-18 10:15:00
191.57,0.61,0.47,2020-12-18 10:30:00
191.57,0.61,0.16,2020-12-18 10:45:00
191.57,0.61,0.48,2020-12-18 11:00:00
175.0,0.61,0.79,2020-12-18 11:15:00
171.15,0.61,0.85,2020-12-18 11:30:00
171.15,0.61,,2020-12-18 11:45:00
171.15,0.61,,2020-12-18 12:00:00
163.03,0.61,3.38,2020-12-18 12:15:00
161.13,0.61,2.04,2020-12-18 12:30:00
161.13,0.61,,2020-12-18 12:45:00
161.13,0.61,,2020-12-18 13:00:00
129.65,0.61,33.07,2020-12-18 13:15:00
122.31,0.61,26.47,2020-12-18 13:30:00
122.31,0.61,26.59,2020-12-18 13:45:00
122.31,0.61,28.16,2020-12-18 14:00:00
120.42,0.61,27.28,2020-12-18 14:15:00
119.98,0.61,37.06,2020-12-18 14:30:00
119.98,0.61,35.62,2020-12-18 14:45:00
119.98,0.61,34.48,2020-12-18 15:00:00
88.79,0.61,32.46,2020-12-18 15:15:00
81.53,0.61,30.25,2020-12-18 15:30:00
81.53,0.61,29.84,2020-12-18 15:45:00
81.53,0.61,28.43,2020-12-18 16:00:00
85.98,0.61,25.07,2020-12-18 16:15:00
87.01,0.61,25.8,2020-12-18 16:30:00
87.01,0.61,21.39,2020-12-18 16:45:00
87.01,0.61,18.69,2020-12-18 17:00:00
84.39,0.61,20.72,2020-12-18 17:15:00
83.78,0.61,13.34,2020-12-18 17:30:00
83.78,0.61,8.09,2020-12-18 17:45:00
83.78,0.53,5.81,2020-12-18 18:00:00
57.44,0.52,5.72,2020-12-18 18:15:00
51.31,0.52,10.24,2020-12-18 18:30:00
51.31,0.52,10.76,2020-12-18 18:45:00
51.31,0.52,10.1,2020-12-18 19:00:00
64.86,0.52,16.88,2020-12-18 19:15:00
68.01,0.52,22.07,2020-12-18 19:30:00
68.01,0.52,18.38,2020-12-18 19:45:00
68.01,0.52,16.93,2020-12-18 20:00:00
75.38,0.52,14.19,2020-12-18 20:15:00
77.1,0.52,19.89,2020-12-18 20:30:00
77.1,0.52,15.21,2020-12-18 20:45:00
77.1,0.52,16.0,2020-12-18 21:00:00
112.19,0.52,13.5,2020-12-18 21:15:00
120.37,0.52,12.78,2020-12-18 21:30:00
120.37,0.52,13.27,2020-12-18 21:45:00
120.37,0.52,14.85,2020-12-18 22:00:00
139.68,0.52,14.97,2020-12-18 22:15:00
144.18,0.52,14.32,2020-12-18 22:30:00
144.18,0.52,15.5,2020-12-18 22:45:00
144.18,0.52,17.65,2020-12-18 23:00:00
151.46,0.52,17.7,2020-12-18 23:15:00
153.16,0.52,18.53,2020-12-18 23:30:00
153.16,0.52,20.78,2020-12-19 00:00:00
146.53,0.52,19.56,2020-12-19 00:15:00
144.98,0.52,19.92,2020-12-19 00:30:00
144.98,0.52,20.45,2020-12-19 00:45:00
144.98,0.52,18.84,2020-12-19 01:00:00
129.83,0.52,16.4,2020-12-19 01:15:00
126.3,0.52,13.13,2020-12-19 01:30:00
126.3,0.52,10.14,2020-12-19 01:45:00
126.3,0.52,10.98,2020-12-19 02:00:00
134.85,0.52,12.24,2020-12-19 02:15:00
136.84,0.52,14.37,2020-12-19 02:30:00
136.84,0.52,15.13,2020-12-19 02:45:00
136.84,0.52,14.94,2020-12-19 03:00:00
,0.0,,2020-12-19 03:15:00
142.82,0.52,19.12,2020-12-19 03:30:00
142.82,0.52,21.51,2020-12-19 03:45:00
142.82,0.52,20.96,2020-12-19 04:00:00
118.93,0.52,20.3,2020-12-19 04:15:00
113.37,0.52,20.95,2020-12-19 04:30:00
113.37,0.52,19.51,2020-12-19 04:45:00
113.37,0.52,18.61,2020-12-19 05:00:00
130.64,0.52,17.15,2020-12-19 05:15:00
134.67,0.52,15.98,2020-12-19 05:30:00
134.67,0.52,14.62,2020-12-19 05:45:00
134.67,0.52,16.05,2020-12-19 06:00:00
140.57,0.52,16.14,2020-12-19 06:15:00
141.95,0.52,15.29,2020-12-19 06:30:00
141.95,0.52,9.51,2020-12-19 06:45:00
141.95,0.52,11.91,2020-12-19 07:00:00
124.38,0.52,12.05,2020-12-19 07:15:00
120.28,0.52,11.66,2020-12-19 07:30:00
120.28,0.52,12.02,2020-12-19 07:45:00
120.28,0.52,12.29,2020-12-19 08:00:00
147.27,0.52,12.59,2020-12-19 08:15:00
153.55,0.52,19.09,2020-12-19 08:30:00
153.55,0.52,24.04,2020-12-19 08:45:00
153.55,0.52,26.87,2020-12-19 09:00:00
185.87,0.52,29.58,2020-12-19 09:15:00
193.4,0.52,36.06,2020-12-19 09:30:00
193.4,0.52,40.04,2020-12-19 09:45:00
193.4,0.52,42.47,2020-12-19 10:00:00
194.35,0.52,27.48,2020-12-19 10:15:00
194.57,0.52,23.76,2020-12-19 10:30:00
194.57,0.52,25.6,2020-12-19 10:45:00
194.57,0.0,30.68,2020-12-19 11:00:00
163.56,0.54,33.57,2020-12-19 11:15:00
156.34,,0.7,2020-12-19 11:30:00
156.34,,,2020-12-19 11:45:00
156.34,,,2020-12-19 12:00:00
144.82,,23.5,2020-12-19 12:15:00
141.94,0.38,17.5,2020-12-19 12:30:00
,0.32,20.88,2020-12-19 12:45:00
,0.32,20.86,2020-12-19 13:00:00
,0.23,21.27,2020-12-19 13:15:00
,0.25,23.0,2020-12-19 13:30:00
,0.24,24.2,2020-12-19 13:45:00
15.19,0.23,27.79,2020-12-19 14:00:00
42.72,0.24,26.43,2020-12-19 14:15:00
42.72,0.23,27.6,2020-12-19 14:30:00
42.72,0.23,23.07,2020-12-19 14:45:00
48.87,0.23,22.24,2020-12-19 15:00:00
60.03,0.23,24.37,2020-12-19 15:15:00
60.03,0.23,19.95,2020-12-19 15:30:00
60.03,0.23,20.5,2020-12-19 15:45:00
68.68,0.23,17.48,2020-12-19 16:00:00
84.35,0.23,18.57,2020-12-19 16:15:00
84.35,0.23,20.83,2020-12-19 16:30:00
84.35,0.23,19.93,2020-12-19 16:45:00
84.89,0.23,15.27,2020-12-19 17:00:00
85.87,0.24,19.0,2020-12-19 17:15:00
85.87,0.24,21.28,2020-12-19 17:30:00
85.87,0.23,19.79,2020-12-19 17:45:00
86.94,0.29,14.78,2020-12-19 18:00:00
88.88,,12.09,2020-12-19 18:15:00
88.88,0.87,11.49,2020-12-19 18:30:00
88.88,1.03,9.7,2020-12-19 18:45:00
75.21,1.0,8.46,2020-12-19 19:00:00
50.43,0.96,8.5,2020-12-19 19:15:00
50.43,0.9,12.1,2020-12-19 19:30:00
50.43,0.88,17.66,2020-12-19 19:45:00
54.01,0.84,17.82,2020-12-19 20:00:00
60.5,0.91,14.03,2020-12-19 20:15:00
60.5,0.9,10.54,2020-12-19 20:30:00
60.5,1.04,8.35,2020-12-19 20:45:00
63.1,1.15,5.96,2020-12-19 21:00:00
67.81,1.21,5.47,2020-12-19 21:15:00
67.81,0.98,5.32,2020-12-19 21:30:00
67.81,0.92,5.57,2020-12-19 21:45:00
91.03,0.85,6.74,2020-12-19 22:00:00
133.12,0.82,7.04,2020-12-19 22:15:00
133.12,0.82,7.78,2020-12-19 22:30:00
133.12,0.7,8.46,2020-12-19 22:45:00
141.21,0.65,7.83,2020-12-19 23:00:00
155.88,0.53,8.03,2020-12-19 23:15:00
155.88,0.77,,2020-12-19 23:30:00
163.77,0.89,,2020-12-20 00:00:00
178.05,0.87,,2020-12-20 00:15:00
178.05,0.89,,2020-12-20 00:30:00
178.05,0.92,,2020-12-20 00:45:00
183.17,0.94,,2020-12-20 01:00:00
192.44,0.96,,2020-12-20 01:15:00
192.44,0.92,,2020-12-20 01:30:00
192.44,0.98,,2020-12-20 01:45:00
200.11,0.9,,2020-12-20 02:00:00
214.01,1.0,,2020-12-20 02:15:00
214.01,0.91,,2020-12-20 02:30:00
214.01,1.0,,2020-12-20 02:45:00
215.04,0.84,,2020-12-20 03:00:00
216.92,0.95,,2020-12-20 03:15:00
216.92,0.72,,2020-12-20 03:30:00
216.92,0.83,,2020-12-20 03:45:00
226.47,0.81,,2020-12-20 04:00:00
243.8,0.7,,2020-12-20 04:15:00
243.8,0.56,,2020-12-20 04:30:00
243.8,0.57,,2020-12-20 04:45:00
240.52,0.4,,2020-12-20 05:00:00
234.58,0.4,1.02,2020-12-20 05:15:00
234.58,0.3,1.79,2020-12-20 05:30:00
234.58,0.36,1.63,2020-12-20 05:45:00
234.33,0.36,2.63,2020-12-20 06:00:00
233.88,0.28,4.0,2020-12-20 06:15:00
233.88,0.26,4.84,2020-12-20 06:30:00
233.88,0.25,5.2,2020-12-20 06:45:00
222.9,0.25,4.63,2020-12-20 07:00:00
202.99,0.24,4.68,2020-12-20 07:15:00
202.99,0.31,4.66,2020-12-20 07:30:00
202.99,0.35,3.96,2020-12-20 07:45:00
204.59,0.34,4.91,2020-12-20 08:00:00
207.49,0.29,6.7,2020-12-20 08:15:00
207.49,0.33,9.41,2020-12-20 08:30:00
207.49,0.28,11.92,2020-12-20 08:45:00
209.23,0.33,14.85,2020-12-20 09:00:00
212.38,0.31,16.93,2020-12-20 09:15:00
212.38,0.37,19.33,2020-12-20 09:30:00
212.38,0.27,10.19,2020-12-20 09:45:00
227.18,0.36,7.03,2020-12-20 10:00:00
253.99,0.28,9.09,2020-12-20 10:15:00
253.99,0.37,10.31,2020-12-20 10:30:00
253.99,0.25,11.37,2020-12-20 10:45:00
270.97,0.28,13.21,2020-12-20 11:00:00
301.74,0.23,14.26,2020-12-20 11:15:00
301.74,0.23,13.78,2020-12-20 11:30:00
301.74,0.24,15.45,2020-12-20 11:45:00
301.52,0.23,15.25,2020-12-20 12:00:00
301.12,0.24,16.43,2020-12-20 12:15:00
301.12,0.23,18.77,2020-12-20 12:30:00
301.12,0.23,21.35,2020-12-20 12:45:00
281.55,0.23,21.17,2020-12-20 13:00:00
246.07,0.23,21.87,2020-12-20 13:15:00
246.07,0.23,23.02,2020-12-20 13:30:00
246.07,0.23,25.24,2020-12-20 13:45:00
232.94,0.23,29.88,2020-12-20 14:00:00
209.14,0.23,30.52,2020-12-20 14:15:00
209.14,0.23,28.04,2020-12-20 14:30:00
209.14,0.23,24.75,2020-12-20 14:45:00
206.51,0.23,23.39,2020-12-20 15:00:00
201.73,0.23,26.18,2020-12-20 15:15:00
201.73,0.23,23.29,2020-12-20 15:30:00
201.73,0.23,24.74,2020-12-20 15:45:00
204.34,0.23,22.86,2020-12-20 16:00:00
209.06,0.23,20.69,2020-12-20 16:15:00
209.06,0.23,20.8,2020-12-20 16:30:00
209.06,0.57,27.36,2020-12-20 16:45:00
218.94,0.52,25.91,2020-12-20 17:00:00
236.86,0.61,23.74,2020-12-20 17:15:00
236.86,0.46,21.17,2020-12-20 17:30:00
236.86,0.58,19.27,2020-12-20 17:45:00
213.18,0.57,25.64,2020-12-20 18:00:00
170.26,0.63,28.52,2020-12-20 18:15:00
170.26,0.65,22.53,2020-12-20 18:30:00
170.26,0.8,21.3,2020-12-20 18:45:00
176.6,0.86,18.77,2020-12-20 19:00:00
188.1,0.99,16.59,2020-12-20 19:15:00
188.1,1.01,16.25,2020-12-20 19:30:00
188.1,0.9,13.61,2020-12-20 19:45:00
199.21,1.05,9.17,2020-12-20 20:00:00
219.34,0.87,11.56,2020-12-20 20:15:00
219.34,0.82,16.52,2020-12-20 20:30:00
219.34,0.77,22.22,2020-12-20 20:45:00
226.23,0.88,20.43,2020-12-20 21:00:00
238.74,0.82,19.13,2020-12-20 21:15:00
238.74,0.94,17.59,2020-12-20 21:30:00
238.74,0.88,17.54,2020-12-20 21:45:00
248.23,0.98,15.15,2020-12-20 22:00:00
265.45,0.87,14.51,2020-12-20 22:15:00
265.45,0.9,14.65,2020-12-20 22:30:00
265.45,0.75,13.68,2020-12-20 22:45:00
268.14,0.79,14.28,2020-12-20 23:00:00
273.03,0.75,12.5,2020-12-20 23:15:00
273.03,0.88,8.92,2020-12-20 23:30:00
275.51,0.66,5.31,2020-12-21 00:00:00
280.01,0.63,6.14,2020-12-21 00:15:00
280.01,0.76,4.04,2020-12-21 00:30:00
280.01,0.86,3.0,2020-12-21 00:45:00
288.45,1.0,2.04,2020-12-21 01:00:00
303.76,1.15,3.25,2020-12-21 01:15:00
303.76,0.97,6.65,2020-12-21 01:30:00
303.76,1.01,8.45,2020-12-21 01:45:00
304.31,1.31,8.22,2020-12-21 02:00:00
305.31,1.29,7.33,2020-12-21 02:15:00
305.31,1.15,6.2,2020-12-21 02:30:00
305.31,1.16,4.83,2020-12-21 02:45:00
303.74,1.1,4.67,2020-12-21 03:00:00
300.9,1.06,5.27,2020-12-21 03:15:00
300.9,1.0,6.37,2020-12-21 03:30:00
300.9,0.98,9.81,2020-12-21 03:45:00
291.03,0.85,10.33,2020-12-21 04:00:00
273.15,0.97,8.96,2020-12-21 04:15:00
273.15,0.89,9.38,2020-12-21 04:30:00
273.15,1.0,8.73,2020-12-21 04:45:00
269.43,0.92,9.37,2020-12-21 05:00:00
262.68,0.94,10.54,2020-12-21 05:15:00
262.68,0.86,11.55,2020-12-21 05:30:00
262.68,0.86,9.31,2020-12-21 05:45:00
257.69,,7.5,2020-12-21 06:00:00
248.66,1.04,4.97,2020-12-21 06:15:00
248.66,0.96,2.66,2020-12-21 06:30:00
248.66,1.04,1.8,2020-12-21 06:45:00
247.93,0.9,,2020-12-21 07:00:00
246.6,0.9,0.42,2020-12-21 07:15:00
246.6,0.96,0.57,2020-12-21 07:30:00
246.6,0.95,1.03,2020-12-21 07:45:00
244.43,,2.44,2020-12-21 08:00:00
,1.1,10.34,2020-12-21 08:15:00
999.99,1.11,22.42,2020-12-21 08:30:00
999.99,0.95,29.87,2020-12-21 08:45:00
999.99,1.06,28.85,2020-12-21 09:00:00
999.99,0.88,34.56,2020-12-21 09:15:00
999.99,0.94,36.2,2020-12-21 09:30:00
999.99,0.92,36.51,2020-12-21 09:45:00
,0.89,29.49,2020-12-21 10:00:00
,0.67,23.11,2020-12-21 10:15:00
,0.73,19.88,2020-12-21 10:30:00
,0.67,17.97,2020-12-21 10:45:00
166.44,0.7,16.92,2020-12-21 11:00:00
332.87,0.61,26.61,2020-12-21 11:15:00
332.87,0.63,18.92,2020-12-21 11:30:00
332.87,0.57,8.55,2020-12-21 11:45:00
332.25,0.52,6.67,2020-12-21 12:00:00
331.62,0.47,5.69,2020-12-21 12:15:00
331.62,0.49,5.28,2020-12-21 12:30:00
331.62,0.34,5.77,2020-12-21 12:45:00
311.11,0.31,6.62,2020-12-21 13:00:00
290.6,0.33,7.2,2020-12-21 13:15:00
290.6,0.27,8.57,2020-12-21 13:30:00
290.6,0.37,10.21,2020-12-21 13:45:00
278.27,,13.1,2020-12-21 14:00:00
265.95,0.66,15.08,2020-12-21 14:15:00
265.95,0.53,15.57,2020-12-21 14:30:00
265.95,0.65,13.56,2020-12-21 14:45:00
266.63,0.51,12.58,2020-12-21 15:00:00
267.32,0.64,10.38,2020-12-21 15:15:00
267.32,0.52,9.54,2020-12-21 15:30:00
267.32,0.74,12.46,2020-12-21 15:45:00
264.46,0.84,16.47,2020-12-21 16:00:00
261.61,1.03,13.94,2020-12-21 16:15:00
261.61,0.95,15.25,2020-12-21 16:30:00
261.61,1.07,12.29,2020-12-21 16:45:00
229.46,0.99,10.18,2020-12-21 17:00:00
197.32,1.3,20.47,2020-12-21 17:15:00
197.32,1.41,15.26,2020-12-21 17:30:00
197.32,1.56,7.38,2020-12-21 17:45:00
182.8,1.44,9.39,2020-12-21 18:00:00
168.28,1.32,15.06,2020-12-21 18:15:00
168.28,1.17,11.22,2020-12-21 18:30:00
168.28,1.0,15.53,2020-12-21 18:45:00
177.14,1.0,11.57,2020-12-21 19:00:00
185.99,1.04,5.96,2020-12-21 19:15:00
185.99,1.2,3.97,2020-12-21 19:30:00
185.95,1.07,1.36,2020-12-21 19:45:00
185.26,1.24,1.45,2020-12-21 20:00:00
185.26,1.21,1.24,2020-12-21 20:15:00
999.99,1.19,0.68,2020-12-21 20:30:00
999.99,1.1,0.62,2020-12-21 20:45:00
999.99,1.2,1.44,2020-12-21 21:00:00
999.99,1.09,1.06,2020-12-21 21:15:00
999.99,1.17,2.01,2020-12-21 21:30:00
999.99,1.04,4.01,2020-12-21 21:45:00
999.99,1.15,5.09,2020-12-21 22:00:00
999.99,1.03,7.84,2020-12-21 22:15:00
999.99,1.09,8.3,2020-12-21 22:30:00
999.99,0.96,6.37,2020-12-21 22:45:00
999.99,1.1,5.65,2020-12-21 23:00:00
999.99,1.04,4.22,2020-12-21 23:15:00
999.99,1.18,3.05,2020-12-21 23:30:00
999.99,1.14,1.18,2020-12-22 00:00:00
999.99,1.3,1.4,2020-12-22 00:15:00
999.99,1.22,1.8,2020-12-22 00:30:00
999.99,1.3,3.17,2020-12-22 00:45:00
999.99,1.22,2.71,2020-12-22 01:00:00
999.99,1.25,1.65,2020-12-22 01:15:00
999.99,1.18,3.0,2020-12-22 01:30:00
999.99,1.24,5.1,2020-12-22 01:45:00
999.99,0.94,5.58,2020-12-22 02:00:00
999.99,1.09,3.33,2020-12-22 02:15:00
999.99,0.98,2.95,2020-12-22 02:30:00
999.99,1.04,2.88,2020-12-22 02:45:00
999.99,0.93,3.62,2020-12-22 03:00:00
999.99,0.89,3.55,2020-12-22 03:15:00
999.99,0.84,2.04,2020-12-22 03:30:00
999.99,0.77,,2020-12-22 03:45:00
999.99,0.88,,2020-12-22 04:00:00
999.99,0.9,,2020-12-22 04:15:00
999.99,0.98,,2020-12-22 04:30:00
999.99,0.9,,2020-12-22 04:45:00
999.99,1.09,,2020-12-22 05:00:00
999.99,0.99,,2020-12-22 05:15:00
999.99,1.02,,2020-12-22 05:30:00
999.99,0.91,,2020-12-22 05:45:00
999.99,,,2020-12-22 06:00:00
999.99,1.06,,2020-12-22 06:15:00
999.99,1.03,,2020-12-22 06:30:00
999.99,1.0,,2020-12-22 06:45:00
999.99,1.04,,2020-12-22 07:00:00
999.99,0.91,,2020-12-22 07:15:00
999.99,0.91,,2020-12-22 07:30:00
999.99,0.85,,2020-12-22 07:45:00
999.99,0.9,,2020-12-22 08:00:00
999.99,0.92,0.16,2020-12-22 08:15:00
999.99,0.97,0.65,2020-12-22 08:30:00
,1.05,4.04,2020-12-22 08:45:00
,0.96,5.34,2020-12-22 09:00:00
,0.89,5.6,2020-12-22 09:15:00
,0.83,9.01,2020-12-22 09:30:00
127.41,0.94,11.42,2020-12-22 09:45:00
229.33,1.12,10.36,2020-12-22 10:00:00
229.33,1.18,8.3,2020-12-22 10:15:00
229.33,0.98,9.53,2020-12-22 10:30:00
250.6,0.0,9.71,2020-12-22 10:45:00
269.7,0.99,8.77,2020-12-22 11:00:00
