pm2.5,pm10,no,no2,so2,co,nox,timestamp
99.72,181.98,6.11,12.64,,,15.56,2023-01-12 15:15:00
99.72,181.98,5.7,12.81,,,15.32,2023-01-12 15:30:00
96.05,180.19,5.92,12.69,,,15.44,2023-01-12 15:45:00
91.25,177.85,6.22,12.66,,0.57,15.66,2023-01-12 16:00:00
91.25,177.85,6.16,12.84,,0.57,15.7,2023-01-12 16:15:00
91.25,177.85,5.98,12.72,,0.57,14.82,2023-01-12 16:30:00
82.05,176.28,5.93,12.73,,0.57,11.39,2023-01-12 16:45:00
70.03,174.21,5.87,12.76,,0.57,11.36,2023-01-12 17:00:00
70.03,174.21,6.18,12.82,,0.56,11.64,2023-01-12 17:15:00
70.03,174.21,6.08,12.76,,0.64,11.53,2023-01-12 17:30:00
86.74,175.78,6.04,12.59,,0.78,11.41,2023-01-12 17:45:00
108.58,177.82,6.17,12.63,,0.78,11.53,2023-01-12 18:00:00
108.58,177.82,6.2,12.71,,0.78,11.6,2023-01-12 18:15:00
108.58,177.82,6.25,12.73,,0.79,11.65,2023-01-12 18:30:00
109.14,188.48,6.05,12.71,,0.8,11.48,2023-01-12 18:45:00
109.86,202.43,5.86,12.67,,0.8,11.31,2023-01-12 19:00:00
109.86,202.43,6.05,12.45,,0.81,11.34,2023-01-12 19:15:00
109.86,202.43,6.03,12.52,,0.8,11.36,2023-01-12 19:30:00
118.79,196.77,6.04,12.79,,0.8,11.52,2023-01-12 19:45:00
130.46,189.38,6.39,12.54,,0.8,11.66,2023-01-12 20:00:00
130.46,189.38,5.92,12.61,,0.81,11.32,2023-01-12 20:15:00
130.46,189.38,5.69,12.49,,0.82,11.08,2023-01-12 20:30:00
137.53,209.43,5.89,12.68,,0.83,11.34,2023-01-12 20:45:00
146.77,235.65,6.03,12.61,,0.84,11.41,2023-01-12 21:00:00
146.77,235.65,6.01,12.84,,0.87,11.52,2023-01-12 21:15:00
146.77,235.65,6.12,12.68,,,11.52,2023-01-12 21:30:00
155.22,257.53,6.17,12.63,,0.92,11.53,2023-01-12 21:45:00
166.27,286.13,5.82,12.88,,0.95,11.38,2023-01-12 22:00:00
166.27,286.13,6.06,12.62,,0.97,11.45,2023-01-12 22:15:00
166.27,286.13,5.81,12.72,,0.99,11.29,2023-01-12 22:30:00
159.9,292.82,6.16,12.55,,1.0,11.48,2023-01-12 22:45:00
151.57,301.55,6.07,12.84,,1.0,11.57,2023-01-12 23:00:00
151.57,301.55,6.11,12.72,,1.01,11.53,2023-01-12 23:15:00
151.57,301.55,6.2,12.6,,1.0,11.54,2023-01-12 23:30:00
166.22,270.46,6.34,12.64,,0.96,11.68,2023-01-13 00:00:00
166.22,270.46,6.29,12.58,,0.95,11.6,2023-01-13 00:15:00
166.22,270.46,6.64,12.59,,0.94,11.89,2023-01-13 00:30:00
142.89,249.57,6.25,12.73,,0.92,11.65,2023-01-13 00:45:00
112.37,222.25,6.14,12.78,,0.89,11.59,2023-01-13 01:00:00
112.37,222.25,6.28,12.7,,0.87,11.66,2023-01-13 01:15:00
112.37,222.25,6.18,12.57,,0.85,11.52,2023-01-13 01:30:00
107.06,202.51,6.15,12.74,,0.84,11.57,2023-01-13 01:45:00
100.11,176.68,6.04,12.59,,0.82,11.4,2023-01-13 02:00:00
100.11,176.68,6.21,12.7,,0.81,11.61,2023-01-13 02:15:00
100.11,176.68,6.04,12.71,,0.81,11.47,2023-01-13 02:30:00
94.18,172.54,5.83,12.56,,0.8,11.22,2023-01-13 02:45:00
86.43,167.13,6.04,12.57,,0.79,11.39,2023-01-13 03:00:00
86.43,167.13,6.13,12.75,,0.79,11.57,2023-01-13 03:15:00
86.43,167.13,6.09,12.73,,0.78,11.52,2023-01-13 03:30:00
95.28,156.95,6.12,12.63,,0.78,11.49,2023-01-13 03:45:00
106.85,143.64,6.11,12.53,,0.78,11.43,2023-01-13 04:00:00
106.85,143.64,5.66,12.57,,0.78,11.09,2023-01-13 04:15:00
106.85,143.64,5.76,12.61,,0.77,11.19,2023-01-13 04:30:00
94.77,142.14,5.93,12.73,,0.77,11.39,2023-01-13 04:45:00
78.98,140.17,6.24,12.83,,0.77,11.7,2023-01-13 05:00:00
78.98,140.17,6.17,12.72,,0.77,11.58,2023-01-13 05:15:00
78.98,140.17,6.0,12.68,,0.77,11.42,2023-01-13 05:30:00
87.44,143.17,5.87,12.57,,0.77,11.26,2023-01-13 05:45:00
98.5,147.1,5.69,12.72,,0.77,11.19,2023-01-13 06:00:00
98.5,147.1,6.31,12.68,,0.77,11.67,2023-01-13 06:15:00
98.5,147.1,5.9,12.84,,0.78,11.43,2023-01-13 06:30:00
99.09,151.76,5.98,12.61,,0.78,11.37,2023-01-13 06:45:00
99.86,157.85,6.08,12.47,,0.78,11.38,2023-01-13 07:00:00
99.86,157.85,6.17,12.55,,0.78,11.5,2023-01-13 07:15:00
99.86,157.85,5.78,12.64,,0.78,11.23,2023-01-13 07:30:00
105.78,163.14,6.03,12.7,,0.78,11.45,2023-01-13 07:45:00
113.52,170.07,5.8,12.52,,0.78,11.18,2023-01-13 08:00:00
113.52,170.07,6.34,12.69,,0.79,11.7,2023-01-13 08:15:00
113.52,170.07,6.45,12.83,,0.79,11.86,2023-01-13 08:30:00
116.61,170.28,5.98,12.88,,0.78,11.51,2023-01-13 08:45:00
120.66,170.56,6.18,12.91,,0.78,11.69,2023-01-13 09:00:00
120.66,170.56,6.24,12.7,,0.77,11.63,2023-01-13 09:15:00
120.66,170.56,6.33,12.63,,0.77,11.66,2023-01-13 09:30:00
127.3,170.48,6.45,12.55,,0.77,11.71,2023-01-13 09:45:00
135.59,170.38,6.43,12.76,,0.76,11.8,2023-01-13 10:00:00
135.59,170.38,6.14,12.72,,0.76,11.55,2023-01-13 10:15:00
135.59,170.38,6.35,12.7,,0.76,11.71,2023-01-13 10:30:00
119.58,175.1,6.07,12.76,,0.78,11.52,2023-01-13 10:45:00
99.56,181.0,6.15,12.81,,0.8,11.61,2023-01-13 11:00:00
99.56,181.0,5.97,12.83,,0.81,11.48,2023-01-13 11:15:00
99.56,181.0,5.93,12.65,,0.82,11.35,2023-01-13 11:30:00
96.18,184.69,6.25,12.61,,0.84,11.59,2023-01-13 11:45:00
91.94,189.3,6.13,12.4,,0.88,11.38,2023-01-13 12:00:00
91.94,189.3,6.24,12.42,,0.92,11.48,2023-01-13 12:15:00
91.94,189.3,5.97,12.54,,0.96,11.32,2023-01-13 12:30:00
108.39,203.23,5.98,12.67,,0.99,11.4,2023-01-13 12:45:00
40.3,68.95,6.85,12.88,,0.99,11.8,2023-01-13 13:00:00
,,8.34,15.66,,0.98,14.92,2023-01-13 13:15:00
,,7.72,16.08,,0.94,14.64,2023-01-13 13:30:00
,,7.76,16.21,,0.89,14.74,2023-01-13 13:45:00
24.36,48.84,8.03,15.94,,0.86,14.81,2023-01-13 14:00:00
84.32,169.07,7.65,16.47,,0.84,14.78,2023-01-13 14:15:00
84.32,169.07,7.67,16.24,,0.83,14.68,2023-01-13 14:30:00
84.32,169.07,7.48,16.31,,0.81,14.56,2023-01-13 14:45:00
87.67,166.52,7.17,16.32,,0.8,14.32,2023-01-13 15:00:00
95.9,160.25,7.89,16.1,,0.79,14.79,2023-01-13 15:15:00
95.9,160.25,7.64,16.69,,0.79,14.89,2023-01-13 15:30:00
95.9,160.25,6.91,16.41,,0.78,14.16,2023-01-13 15:45:00
86.46,162.54,7.18,16.38,,0.78,14.36,2023-01-13 16:00:00
63.22,168.19,7.53,16.21,,0.77,14.55,2023-01-13 16:15:00
63.22,168.19,7.63,16.47,,0.77,14.77,2023-01-13 16:30:00
63.22,168.19,7.55,16.48,,0.8,14.71,2023-01-13 16:45:00
75.93,168.74,7.38,16.4,,0.81,14.53,2023-01-13 17:00:00
107.22,170.08,7.4,16.32,,0.81,14.5,2023-01-13 17:15:00
107.22,170.08,7.13,16.27,,0.81,14.26,2023-01-13 17:30:00
107.22,170.08,7.54,16.48,,0.81,14.7,2023-01-13 17:45:00
103.6,170.5,7.7,16.28,,0.8,14.72,2023-01-13 18:00:00
94.68,171.54,6.91,16.27,,0.8,14.09,2023-01-13 18:15:00
94.68,171.54,6.94,18.31,,0.79,15.16,2023-01-13 18:30:00
94.68,171.54,6.77,20.31,,0.78,16.08,2023-01-13 18:45:00
88.44,161.3,7.04,20.28,,0.78,16.28,2023-01-13 19:00:00
73.09,136.1,7.12,20.14,,0.78,16.27,2023-01-13 19:15:00
73.09,136.1,7.06,20.07,,0.79,16.19,2023-01-13 19:30:00
73.09,136.1,6.75,20.25,,0.8,16.04,2023-01-13 19:45:00
72.75,141.67,6.87,20.04,,0.81,16.02,2023-01-13 20:00:00
71.91,155.38,6.62,19.78,,0.84,15.68,2023-01-13 20:15:00
71.91,155.38,7.1,19.54,,0.86,15.94,2023-01-13 20:30:00
71.91,155.38,6.74,19.86,,0.87,15.82,2023-01-13 20:45:00
70.35,162.16,6.38,20.16,,0.88,15.69,2023-01-13 21:00:00
66.5,178.85,6.45,20.29,,0.89,15.81,2023-01-13 21:15:00
66.5,178.85,6.91,20.02,,0.9,16.04,2023-01-13 21:30:00
66.5,178.85,6.98,19.59,,0.91,15.87,2023-01-13 21:45:00
67.12,188.49,6.62,19.61,,0.93,15.59,2023-01-13 22:00:00
68.66,212.23,6.46,20.13,,0.94,15.74,2023-01-13 22:15:00
68.66,212.23,6.75,20.18,,0.96,16.0,2023-01-13 22:30:00
68.66,212.23,7.13,19.98,,0.98,16.2,2023-01-13 22:45:00
75.59,212.42,6.83,19.72,,0.98,15.82,2023-01-13 23:00:00
92.65,212.89,6.15,20.04,,0.98,15.44,2023-01-13 23:15:00
92.65,212.89,6.33,20.24,,0.97,15.69,2023-01-13 23:30:00
85.83,201.62,6.45,19.88,,0.9,15.61,2023-01-14 00:00:00
69.04,173.9,6.32,19.81,,0.88,15.46,2023-01-14 00:15:00
69.04,173.9,6.9,19.95,,0.86,16.0,2023-01-14 00:30:00
69.04,173.9,6.47,20.07,,0.84,15.72,2023-01-14 00:45:00
68.33,158.27,6.35,20.02,,0.83,15.59,2023-01-14 01:00:00
66.58,119.8,6.46,20.0,,0.81,15.67,2023-01-14 01:15:00
66.58,119.8,6.43,19.97,,0.8,15.63,2023-01-14 01:30:00
66.58,119.8,7.05,20.26,,0.8,16.28,2023-01-14 01:45:00
59.14,119.15,7.25,20.14,,0.79,16.38,2023-01-14 02:00:00
40.81,117.56,6.93,19.97,,0.78,16.03,2023-01-14 02:15:00
40.81,117.56,6.83,19.8,,0.78,15.87,2023-01-14 02:30:00
40.81,117.56,6.7,20.02,,0.77,15.88,2023-01-14 02:45:00
44.53,113.79,6.61,20.07,,0.77,15.83,2023-01-14 03:00:00
53.7,104.52,6.81,20.14,,0.77,16.03,2023-01-14 03:15:00
53.7,104.52,7.28,19.95,,0.77,16.3,2023-01-14 03:30:00
53.7,104.52,6.79,20.26,,0.76,16.07,2023-01-14 03:45:00
50.28,104.64,7.18,19.91,,0.76,16.21,2023-01-14 04:00:00
41.86,104.95,6.44,20.0,,0.76,15.66,2023-01-14 04:15:00
41.86,104.95,6.44,19.71,,0.76,15.51,2023-01-14 04:30:00
41.86,104.95,5.9,19.72,,0.75,15.08,2023-01-14 04:45:00
47.85,97.89,6.42,19.9,,0.75,15.59,2023-01-14 05:00:00
62.59,80.51,6.25,20.15,,0.75,15.58,2023-01-14 05:15:00
62.59,80.51,6.52,20.19,,0.75,15.82,2023-01-14 05:30:00
62.59,80.51,6.9,20.24,,0.74,16.15,2023-01-14 05:45:00
59.47,86.21,7.03,20.2,,0.74,16.23,2023-01-14 06:00:00
51.78,100.24,7.05,20.0,,0.74,16.15,2023-01-14 06:15:00
51.78,100.24,6.29,20.42,,0.74,15.75,2023-01-14 06:30:00
51.78,100.24,6.4,20.46,,0.74,15.86,2023-01-14 06:45:00
47.98,100.62,7.05,19.98,,0.75,16.13,2023-01-14 07:00:00
38.63,101.56,6.8,19.86,,0.75,15.87,2023-01-14 07:15:00
38.63,101.56,6.7,19.92,,0.76,15.83,2023-01-14 07:30:00
38.63,101.56,6.95,20.09,,0.76,16.11,2023-01-14 07:45:00
41.23,111.62,7.11,20.0,,0.76,16.2,2023-01-14 08:00:00
47.62,136.36,6.79,19.84,,0.77,15.85,2023-01-14 08:15:00
47.62,136.36,6.12,20.17,,0.77,15.49,2023-01-14 08:30:00
47.62,136.36,6.53,20.06,,0.78,15.76,2023-01-14 08:45:00
52.62,137.53,7.06,19.63,,0.78,15.96,2023-01-14 09:00:00
64.93,140.42,6.63,19.96,,0.78,15.79,2023-01-14 09:15:00
64.93,140.42,7.09,20.1,,0.78,16.23,2023-01-14 09:30:00
64.93,140.42,6.6,19.82,,0.78,15.69,2023-01-14 09:45:00
64.36,142.52,6.64,20.01,,0.77,15.82,2023-01-14 10:00:00
62.96,147.68,6.42,19.93,,0.77,15.61,2023-01-14 10:15:00
62.96,147.68,7.15,20.09,,0.77,16.27,2023-01-14 10:30:00
62.96,147.68,6.53,19.88,,0.77,15.67,2023-01-14 10:45:00
68.78,149.21,5.88,19.91,,0.78,15.15,2023-01-14 11:00:00
83.11,152.96,6.11,19.89,,0.79,15.33,2023-01-14 11:15:00
83.11,152.96,6.69,20.11,,0.8,15.92,2023-01-14 11:30:00
83.11,152.96,6.55,19.77,,0.82,15.62,2023-01-14 11:45:00
80.44,160.57,6.36,20.03,,0.83,15.61,2023-01-14 12:00:00
73.86,179.28,6.65,20.21,,0.83,15.93,2023-01-14 12:15:00
73.86,179.28,6.62,20.38,,0.83,16.0,2023-01-14 12:30:00
73.86,179.28,6.1,20.23,,0.76,15.5,2023-01-14 12:45:00
82.01,180.51,6.8,20.13,,0.62,16.01,2023-01-14 13:00:00
95.0,182.47,7.28,20.12,,0.61,16.4,2023-01-14 13:15:00
95.0,182.47,6.39,20.42,,0.6,15.84,2023-01-14 13:30:00
95.0,182.47,6.79,20.12,,0.59,16.0,2023-01-14 13:45:00
87.95,180.33,7.21,20.05,,0.58,16.3,2023-01-14 14:00:00
71.49,175.35,7.0,20.13,,0.57,16.17,2023-01-14 14:15:00
71.49,175.35,6.89,20.2,,0.56,16.12,2023-01-14 14:30:00
71.49,175.35,6.41,20.08,,0.55,15.67,2023-01-14 14:45:00
65.25,165.58,7.32,20.07,,0.54,16.39,2023-01-14 15:00:00
50.68,142.77,6.63,20.37,,0.53,16.0,2023-01-14 15:15:00
50.68,142.77,6.72,20.2,,0.53,15.98,2023-01-14 15:30:00
50.68,142.77,6.74,20.09,,0.52,15.94,2023-01-14 15:45:00
53.2,141.5,6.41,20.2,,0.52,15.73,2023-01-14 16:00:00
59.07,138.55,6.67,19.92,,0.51,15.8,2023-01-14 16:15:00
59.07,138.55,6.82,20.07,,0.51,15.99,2023-01-14 16:30:00
59.07,138.55,6.53,19.9,,0.51,15.68,2023-01-14 16:45:00
60.19,134.05,6.45,20.3,,0.51,15.82,2023-01-14 17:00:00
62.8,123.54,6.45,20.39,,0.51,15.86,2023-01-14 17:15:00
62.8,123.54,6.43,20.21,,0.51,15.75,2023-01-14 17:30:00
62.8,123.54,6.63,19.99,,0.51,15.8,2023-01-14 17:45:00
56.54,120.94,6.8,19.87,,0.52,15.88,2023-01-14 18:00:00
41.94,114.87,6.85,19.93,,0.51,15.95,2023-01-14 18:15:00
41.94,114.87,6.97,19.99,,0.52,16.08,2023-01-14 18:30:00
41.94,114.87,6.16,20.26,,0.52,15.57,2023-01-14 18:45:00
59.94,118.61,6.58,20.27,,0.53,15.91,2023-01-14 19:00:00
101.94,127.34,6.35,20.03,,0.55,15.6,2023-01-14 19:15:00
101.94,127.34,6.54,20.24,,0.57,15.86,2023-01-14 19:30:00
101.94,127.34,6.76,20.08,,0.59,15.95,2023-01-14 19:45:00
100.76,135.14,6.67,20.16,,0.61,15.92,2023-01-14 20:00:00
98.01,153.36,6.28,20.28,,0.62,15.67,2023-01-14 20:15:00
98.01,153.36,6.45,20.35,,0.62,15.85,2023-01-14 20:30:00
98.01,153.36,6.37,20.25,,0.63,15.73,2023-01-14 20:45:00
103.46,155.49,6.42,20.23,,0.63,15.76,2023-01-14 21:00:00
116.16,160.46,6.67,20.22,,0.64,15.96,2023-01-14 21:15:00
116.16,160.46,6.55,20.08,,0.64,15.79,2023-01-14 21:30:00
116.16,160.46,6.27,19.74,,0.64,15.38,2023-01-14 21:45:00
105.61,160.72,6.53,19.85,,0.63,15.65,2023-01-14 22:00:00
81.0,161.32,7.25,19.85,,0.63,16.23,2023-01-14 22:15:00
81.0,161.32,7.06,19.86,,0.62,16.08,2023-01-14 22:30:00
81.0,161.32,7.17,19.91,,0.62,16.19,2023-01-14 22:45:00
88.73,156.14,6.38,20.03,,0.61,15.63,2023-01-14 23:00:00
106.76,144.06,6.4,20.09,,0.6,15.67,2023-01-14 23:15:00
106.76,144.06,6.59,19.93,,0.59,15.74,2023-01-14 23:30:00
93.34,135.26,5.93,20.31,,0.58,15.4,2023-01-15 00:00:00
62.03,114.72,6.35,20.59,,0.57,15.89,2023-01-15 00:15:00
62.03,114.72,7.03,20.43,,0.57,16.36,2023-01-15 00:30:00
62.03,114.72,7.02,20.24,,0.56,16.25,2023-01-15 00:45:00
58.76,111.32,7.14,19.9,,0.56,16.16,2023-01-15 01:00:00
51.13,103.39,7.13,19.76,,0.55,16.08,2023-01-15 01:15:00
51.13,103.39,7.24,20.06,,0.55,16.33,2023-01-15 01:30:00
51.13,103.39,7.15,20.04,,0.54,16.25,2023-01-15 01:45:00
48.65,102.05,6.43,20.05,,0.54,15.67,2023-01-15 02:00:00
42.86,98.95,7.19,20.15,,0.54,16.33,2023-01-15 02:15:00
42.86,98.95,7.19,20.31,,0.54,16.42,2023-01-15 02:30:00
42.86,98.95,6.58,20.3,,0.54,15.93,2023-01-15 02:45:00
45.0,97.0,6.72,19.99,,0.54,15.87,2023-01-15 03:00:00
50.01,91.95,6.82,20.13,,0.54,16.03,2023-01-15 03:15:00
50.01,91.95,6.83,20.05,,0.54,16.0,2023-01-15 03:30:00
50.01,91.95,6.43,20.0,,0.53,15.65,2023-01-15 03:45:00
49.87,91.83,6.7,20.3,,0.54,16.02,2023-01-15 04:00:00
49.52,91.54,7.05,20.3,,0.53,16.3,2023-01-15 04:15:00
49.52,91.54,6.78,20.25,,0.54,16.06,2023-01-15 04:30:00
49.52,91.54,6.13,20.54,,0.54,15.68,2023-01-15 04:45:00
49.61,92.7,5.89,20.4,,0.54,15.42,2023-01-15 05:00:00
49.81,95.41,6.56,20.1,,0.54,15.8,2023-01-15 05:15:00
49.81,95.41,6.38,20.1,,0.55,15.66,2023-01-15 05:30:00
49.81,95.41,6.78,19.72,,0.55,15.79,2023-01-15 05:45:00
45.84,95.22,6.9,19.8,,0.55,15.92,2023-01-15 06:00:00
36.58,94.78,6.39,20.01,,0.55,15.62,2023-01-15 06:15:00
36.58,94.78,6.24,20.06,,0.55,15.53,2023-01-15 06:30:00
36.58,94.78,6.54,20.07,,0.55,15.77,2023-01-15 06:45:00
41.76,94.35,6.96,19.86,,0.55,16.0,2023-01-15 07:00:00
53.85,93.35,7.07,20.01,,0.55,16.17,2023-01-15 07:15:00
53.85,93.35,6.81,19.86,,0.55,15.88,2023-01-15 07:30:00
53.85,93.35,6.38,19.91,,0.56,15.56,2023-01-15 07:45:00
53.61,99.63,7.27,20.15,,0.56,16.4,2023-01-15 08:00:00
53.05,114.27,7.51,20.05,,0.56,16.54,2023-01-15 08:15:00
53.05,114.27,7.03,20.32,,0.56,16.29,2023-01-15 08:30:00
53.05,114.27,6.7,20.13,,0.56,15.93,2023-01-15 08:45:00
57.86,114.16,6.49,20.44,,0.56,15.92,2023-01-15 09:00:00
69.08,113.9,6.95,20.06,,0.56,16.1,2023-01-15 09:15:00
69.08,113.9,6.82,19.6,,0.56,15.75,2023-01-15 09:30:00
69.08,113.9,6.35,19.85,,0.55,15.5,2023-01-15 09:45:00
69.34,113.77,6.6,20.1,,0.55,15.83,2023-01-15 10:00:00
69.95,113.46,6.9,20.27,,0.55,16.17,2023-01-15 10:15:00
69.95,113.46,6.35,20.11,,0.55,15.64,2023-01-15 10:30:00
69.95,113.46,6.21,20.0,,0.55,15.47,2023-01-15 10:45:00
71.4,113.87,6.72,19.68,,0.55,15.71,2023-01-15 11:00:00
74.77,114.82,6.47,19.8,,0.55,15.58,2023-01-15 11:15:00
74.77,114.82,6.88,20.05,,0.54,16.04,2023-01-15 11:30:00
74.77,114.82,6.22,20.12,,0.54,15.54,2023-01-15 11:45:00
71.83,115.27,6.53,20.46,,0.54,15.97,2023-01-15 12:00:00
64.96,116.31,6.46,20.21,,0.54,15.78,2023-01-15 12:15:00
64.96,116.31,6.61,20.16,,0.54,15.88,2023-01-15 12:30:00
64.96,116.31,6.71,20.14,,0.54,15.95,2023-01-15 12:45:00
65.96,114.47,6.66,20.08,,0.54,15.87,2023-01-15 13:00:00
68.27,110.19,6.62,20.06,,0.54,15.83,2023-01-15 13:15:00
68.27,110.19,6.9,19.89,,0.54,15.97,2023-01-15 13:30:00
68.27,110.19,6.69,19.94,,0.53,15.82,2023-01-15 13:45:00
58.68,109.44,6.34,20.09,,0.53,15.62,2023-01-15 14:00:00
36.32,107.5,6.64,20.06,,0.53,15.85,2023-01-15 14:15:00
36.32,107.5,6.44,20.02,,0.52,15.67,2023-01-15 14:30:00
36.32,107.5,6.74,20.0,,0.52,15.9,2023-01-15 14:45:00
37.04,102.44,6.36,20.32,,0.52,15.76,2023-01-15 15:00:00
38.73,90.63,6.02,20.19,,0.52,15.42,2023-01-15 15:15:00
38.73,90.63,6.43,20.5,,0.51,15.91,2023-01-15 15:30:00
38.73,90.63,6.73,20.32,,0.51,16.05,2023-01-15 15:45:00
36.53,90.1,6.72,19.85,,0.51,15.8,2023-01-15 16:00:00
31.39,88.86,7.18,19.87,,0.51,16.18,2023-01-15 16:15:00
31.39,88.86,6.42,19.72,,0.51,15.49,2023-01-15 16:30:00
31.39,88.86,6.65,19.88,,0.51,15.76,2023-01-15 16:45:00
39.77,89.88,7.17,20.11,,0.51,16.3,2023-01-15 17:00:00
59.33,92.25,6.49,20.26,,0.51,15.83,2023-01-15 17:15:00
59.33,92.25,6.55,20.05,,0.51,15.77,2023-01-15 17:30:00
59.33,92.25,6.79,20.09,,0.51,15.98,2023-01-15 17:45:00
65.24,94.98,6.71,20.01,,0.51,15.88,2023-01-15 18:00:00
79.02,101.36,6.32,19.98,,0.51,15.55,2023-01-15 18:15:00
79.02,101.36,6.32,20.04,,0.51,15.58,2023-01-15 18:30:00
79.02,101.36,7.03,19.92,,0.52,16.09,2023-01-15 18:45:00
78.37,101.08,6.84,20.2,,0.52,16.09,2023-01-15 19:00:00
76.86,100.43,6.47,20.0,,0.53,15.68,2023-01-15 19:15:00
76.86,100.43,6.71,19.85,,0.54,15.79,2023-01-15 19:30:00
76.86,100.43,6.83,19.9,,0.57,15.92,2023-01-15 19:45:00
77.81,113.28,7.07,19.85,,0.59,16.08,2023-01-15 20:00:00
80.0,143.27,6.21,20.27,,0.62,15.62,2023-01-15 20:15:00
80.0,143.27,6.3,20.04,,0.65,15.57,2023-01-15 20:30:00
80.0,143.27,6.75,20.14,,0.67,15.98,2023-01-15 20:45:00
92.57,161.18,7.09,20.15,,0.7,16.26,2023-01-15 21:00:00
121.89,202.97,6.6,20.08,,0.72,15.82,2023-01-15 21:15:00
121.89,202.97,6.56,20.08,,0.72,15.79,2023-01-15 21:30:00
121.89,202.97,6.37,19.99,,0.72,15.59,2023-01-15 21:45:00
114.04,200.7,6.36,20.27,,0.72,15.74,2023-01-15 22:00:00
95.73,195.41,6.57,20.11,,0.71,15.81,2023-01-15 22:15:00
95.73,195.41,6.8,19.65,,0.7,15.76,2023-01-15 22:30:00
95.73,195.41,6.77,20.02,,0.69,15.93,2023-01-15 22:45:00
96.65,187.83,6.27,20.04,,0.68,15.54,2023-01-15 23:00:00
98.79,170.15,6.11,19.98,,0.66,15.38,2023-01-15 23:15:00
98.79,170.15,6.61,20.16,,0.65,15.87,2023-01-15 23:30:00
85.37,161.01,6.34,19.89,,0.62,15.52,2023-01-16 00:00:00
54.04,139.67,6.92,19.8,,0.61,15.93,2023-01-16 00:15:00
54.04,139.67,7.23,20.07,,0.6,16.33,2023-01-16 00:30:00
54.04,139.67,6.78,20.49,,0.59,16.19,2023-01-16 00:45:00
55.53,131.57,6.92,20.38,,0.58,16.24,2023-01-16 01:00:00
59.01,110.5,7.23,20.01,,0.57,16.3,2023-01-16 01:15:00
59.01,110.5,6.61,19.93,,0.57,15.76,2023-01-16 01:30:00
59.01,110.5,6.85,20.13,,0.56,16.05,2023-01-16 01:45:00
52.17,102.89,6.8,19.95,,0.56,15.92,2023-01-16 02:00:00
36.22,85.14,6.52,20.14,,0.55,15.79,2023-01-16 02:15:00
36.22,85.14,6.72,19.99,,0.55,15.88,2023-01-16 02:30:00
36.22,85.14,6.64,19.84,,0.54,15.74,2023-01-16 02:45:00
37.56,82.73,6.53,19.66,,0.54,15.55,2023-01-16 03:00:00
40.71,77.13,7.14,20.08,,0.54,16.26,2023-01-16 03:15:00
40.71,77.13,7.27,20.0,,0.54,16.32,2023-01-16 03:30:00
40.71,77.13,6.51,20.34,,0.53,15.89,2023-01-16 03:45:00
37.69,76.33,6.43,20.25,,0.53,15.78,2023-01-16 04:00:00
30.64,74.47,6.18,20.33,,0.53,15.62,2023-01-16 04:15:00
30.64,74.47,6.34,20.17,,0.53,15.67,2023-01-16 04:30:00
30.64,74.47,6.44,20.28,,0.53,15.81,2023-01-16 04:45:00
34.83,74.85,7.49,19.67,,0.53,16.33,2023-01-16 05:00:00
44.63,75.73,6.63,19.83,,0.53,15.72,2023-01-16 05:15:00
44.63,75.73,6.56,19.66,,0.53,15.57,2023-01-16 05:30:00
44.63,75.73,6.63,20.06,,0.53,15.84,2023-01-16 05:45:00
40.14,78.27,7.18,19.92,,0.53,16.2,2023-01-16 06:00:00
29.66,84.18,7.12,20.12,,0.53,16.26,2023-01-16 06:15:00
29.66,84.18,7.08,20.14,,0.53,16.24,2023-01-16 06:30:00
29.66,84.18,6.62,20.31,,0.53,15.96,2023-01-16 06:45:00
37.78,87.2,6.98,20.28,,0.53,16.24,2023-01-16 07:00:00
56.72,94.24,6.63,20.29,,0.53,15.96,2023-01-16 07:15:00
56.72,94.24,5.77,20.49,,0.53,15.37,2023-01-16 07:30:00
56.72,94.24,6.52,20.29,,0.54,15.87,2023-01-16 07:45:00
52.58,100.25,6.05,20.07,,0.54,15.38,2023-01-16 08:00:00
42.93,114.25,6.18,20.08,,0.54,15.49,2023-01-16 08:15:00
42.93,114.25,6.65,19.95,,0.54,15.79,2023-01-16 08:30:00
42.93,114.25,6.4,20.35,,0.55,15.81,2023-01-16 08:45:00
61.58,116.86,6.46,20.69,,0.55,16.03,2023-01-16 09:00:00
105.09,122.95,7.07,20.12,,0.55,16.22,2023-01-16 09:15:00
105.09,122.95,6.35,20.2,,0.55,15.69,2023-01-16 09:30:00
105.09,122.95,7.22,20.1,,0.55,16.33,2023-01-16 09:45:00
99.75,127.31,6.85,20.1,,0.55,16.04,2023-01-16 10:00:00
87.28,137.48,6.9,19.9,,0.55,15.97,2023-01-16 10:15:00
87.28,137.48,6.66,20.11,,0.55,15.89,2023-01-16 10:30:00
87.28,137.48,6.81,20.15,,0.55,16.03,2023-01-16 10:45:00
89.63,136.72,5.9,19.97,,0.55,15.21,2023-01-16 11:00:00
95.1,134.96,6.26,20.14,,0.55,15.58,2023-01-16 11:15:00
95.1,134.96,6.59,20.19,,0.55,15.88,2023-01-16 11:30:00
95.1,134.96,6.95,19.86,,0.56,15.99,2023-01-16 11:45:00
91.74,135.49,6.83,19.83,,0.56,15.88,2023-01-16 12:00:00
