pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,timestamp,nh3,benzene,toluene,xylene
2.0,19.0,13.0,45.8,2.9,40.86,32.0,15.4,24.0,67.0,2.3,-0.1,191.0,2016-06-23 10:00:00,6.8,0.3,4.9,0.1
2.0,19.0,11.4,45.8,2.6,0.5,30.8,14.6,23.9,68.0,2.2,-0.1,254.0,2016-06-23 10:15:00,7.8,0.7,5.3,0.1
2.0,19.0,10.6,45.0,3.1,0.44,29.8,15.2,24.4,66.0,1.7,-0.1,267.0,2016-06-23 10:30:00,8.7,1.0,5.8,0.1
2.0,21.0,17.3,46.6,3.4,0.45,35.6,15.6,23.9,68.0,2.2,-0.1,230.0,2016-06-23 10:45:00,6.3,1.0,5.8,0.1
2.0,21.0,16.3,49.9,,0.46,36.4,14.8,24.7,66.0,2.2,-0.1,248.0,2016-06-23 11:00:00,7.0,1.0,5.8,0.1
2.0,21.0,14.9,49.9,,0.5,35.4,14.4,24.8,65.0,2.0,-0.1,160.0,2016-06-23 11:15:00,7.4,1.0,5.8,0.1
2.0,21.0,12.9,48.3,2.6,0.44,33.1,15.2,25.1,64.0,2.3,-0.1,218.0,2016-06-23 11:30:00,8.3,1.0,5.8,0.1
2.0,17.0,12.9,,3.1,0.4,9.5,15.4,25.1,64.0,2.5,-0.1,190.0,2016-06-23 11:45:00,4.8,1.0,6.2,0.1
2.0,17.0,489.9,18.9,3.7,0.39,370.8,13.7,24.9,65.0,2.2,-0.1,177.0,2016-06-23 12:00:00,,0.7,5.8,0.1
2.0,17.0,8.4,42.3,4.0,0.4,26.9,12.0,24.7,66.0,2.1,-0.1,209.0,2016-06-23 12:15:00,6.5,0.7,5.8,0.1
2.0,17.0,8.2,43.1,4.3,0.38,27.1,13.3,24.7,66.0,1.6,-0.1,172.0,2016-06-23 12:30:00,6.6,0.7,6.2,0.1
60.0,7.0,7.5,41.9,4.3,0.36,26.0,14.4,24.9,66.0,1.6,-0.1,181.0,2016-06-23 12:45:00,7.0,0.7,5.8,0.1
60.0,7.0,10.6,47.0,4.9,0.36,30.8,9.6,24.8,67.0,1.4,-0.1,101.0,2016-06-23 13:00:00,5.9,0.7,5.8,0.1
60.0,7.0,6.3,43.3,4.6,0.34,25.8,10.1,24.6,67.0,1.5,-0.1,194.0,2016-06-23 13:15:00,6.8,0.7,5.8,0.1
5.0,11.0,9.1,40.7,4.9,0.39,26.6,18.2,24.4,67.0,1.8,-0.1,142.0,2016-06-23 14:30:00,7.3,0.3,6.2,0.1
2.0,6.0,9.0,40.5,4.6,0.4,26.5,20.6,24.6,67.0,1.5,-0.1,214.0,2016-06-23 14:45:00,7.9,0.3,5.8,0.1
2.0,6.0,16.3,46.2,4.6,0.45,34.7,22.3,24.8,67.0,1.6,-0.1,242.0,2016-06-23 15:00:00,6.4,0.3,4.9,0.1
2.0,6.0,16.5,47.4,5.4,0.46,35.4,21.2,25.0,66.0,1.6,-0.1,244.0,2016-06-23 15:15:00,8.1,0.7,5.3,0.1
2.0,6.0,21.2,48.9,5.1,0.5,39.6,15.2,24.9,66.0,1.9,-0.1,240.0,2016-06-23 15:30:00,8.1,0.7,5.8,0.1
10.0,35.0,22.8,55.5,4.6,0.5,44.0,13.1,24.7,66.0,1.8,-0.1,153.0,2016-06-23 15:45:00,7.8,0.7,6.2,0.5
10.0,35.0,17.0,51.6,4.6,0.48,37.8,9.9,24.5,67.0,1.5,-0.1,146.0,2016-06-23 16:00:00,8.6,0.7,6.6,0.1
10.0,35.0,15.5,49.5,4.9,0.45,35.7,12.4,24.3,67.0,1.6,-0.1,131.0,2016-06-23 16:15:00,9.0,0.7,6.6,0.1
10.0,35.0,17.0,51.1,4.0,0.43,37.6,10.3,24.3,67.0,1.4,-0.1,201.0,2016-06-23 16:30:00,8.7,0.7,7.0,0.1
6.0,13.0,13.5,47.7,4.3,0.41,33.3,7.1,24.2,67.0,1.2,-0.1,91.0,2016-06-23 16:45:00,9.3,0.7,7.0,0.1
6.0,13.0,12.7,48.1,4.3,0.39,32.9,8.4,24.1,68.0,1.2,-0.1,236.0,2016-06-23 17:00:00,8.8,0.7,7.4,0.1
6.0,13.0,12.7,47.9,4.3,0.36,32.8,10.1,24.0,68.0,1.3,-0.1,139.0,2016-06-23 17:15:00,8.2,0.7,7.4,0.1
6.0,13.0,13.9,50.9,5.1,0.35,35.2,12.9,23.8,68.0,1.4,-0.1,252.0,2016-06-23 17:30:00,8.0,0.7,7.4,0.1
,19.0,9.0,48.7,5.7,0.3,30.4,12.0,23.7,68.0,1.2,-0.1,207.0,2016-06-23 17:45:00,9.4,0.7,7.4,0.1
,19.0,9.8,49.9,5.1,0.31,31.7,12.2,23.6,69.0,1.3,-0.1,159.0,2016-06-23 18:00:00,7.8,0.7,7.4,0.1
,19.0,8.7,49.9,4.0,0.3,30.8,11.8,23.5,69.0,1.0,-0.1,277.0,2016-06-23 18:15:00,8.7,0.7,7.4,0.1
,19.0,7.0,49.9,3.1,0.29,29.5,11.4,23.5,69.0,0.9,-0.1,332.0,2016-06-23 18:30:00,9.0,0.3,7.4,0.1
,31.0,7.0,50.7,3.1,0.28,30.0,11.1,23.4,70.0,0.8,-0.1,299.0,2016-06-23 18:45:00,8.7,0.3,7.4,0.1
,31.0,8.4,50.1,3.4,0.3,30.7,11.4,23.3,70.0,0.9,-0.1,147.0,2016-06-23 19:00:00,8.7,0.3,7.4,0.1
,31.0,12.3,48.3,2.9,0.31,32.7,12.6,23.5,69.0,0.9,-0.1,136.0,2016-06-23 19:30:00,9.1,0.7,7.8,0.1
,22.0,11.7,50.5,2.9,0.3,33.3,12.9,23.5,69.0,1.3,-0.1,232.0,2016-06-23 19:45:00,8.7,0.7,8.2,0.1
,22.0,8.3,46.0,2.9,0.28,28.7,11.6,23.5,69.0,1.5,-0.1,219.0,2016-06-23 20:00:00,9.7,0.7,7.8,0.1
,22.0,8.4,46.2,3.1,0.28,28.8,11.6,23.5,69.0,1.9,-0.1,232.0,2016-06-23 20:15:00,9.3,0.7,7.8,0.1
,22.0,8.8,47.2,3.4,0.26,29.6,12.6,23.5,69.0,1.8,-0.1,214.0,2016-06-23 20:30:00,9.0,0.7,7.4,0.1
,22.0,9.1,46.2,3.4,0.28,29.3,12.0,23.5,69.0,1.8,-0.1,216.0,2016-06-23 20:45:00,8.5,0.7,7.0,0.1
,22.0,8.0,46.8,3.4,0.25,28.8,13.1,23.3,69.0,1.4,-0.1,194.0,2016-06-23 21:15:00,9.1,0.7,6.2,0.1
,22.0,11.9,47.4,3.1,0.3,31.9,12.9,23.2,69.0,1.6,-0.1,230.0,2016-06-23 21:30:00,8.9,0.7,5.8,0.1
,32.0,9.4,45.6,3.4,0.28,29.2,13.5,23.1,70.0,1.4,-0.1,196.0,2016-06-23 21:45:00,9.9,0.7,5.3,0.1
,32.0,7.8,44.4,3.1,0.28,27.4,12.6,22.9,70.0,1.7,-0.1,246.0,2016-06-23 22:00:00,10.8,0.3,5.8,0.1
,32.0,7.2,43.1,2.6,0.25,26.4,12.4,22.7,71.0,1.9,-0.1,247.0,2016-06-23 22:15:00,10.2,0.3,5.8,0.1
,32.0,8.2,43.5,2.6,0.25,27.2,11.8,22.7,71.0,2.0,-0.1,241.0,2016-06-23 22:30:00,9.8,0.3,6.2,0.1
,9.0,6.8,40.1,2.9,0.25,24.7,11.8,22.6,71.0,1.8,-0.1,257.0,2016-06-23 22:45:00,11.0,0.7,6.2,0.1
,9.0,5.6,39.0,2.6,0.26,23.2,11.1,22.5,71.0,1.5,-0.1,238.0,2016-06-23 23:00:00,10.9,0.3,6.2,0.1
,9.0,7.2,41.1,2.6,0.25,25.4,12.0,22.4,72.0,2.0,-0.1,265.0,2016-06-23 23:15:00,10.1,0.3,6.2,0.1
,9.0,7.4,40.7,2.9,0.25,25.2,11.8,22.3,72.0,1.9,-0.1,289.0,2016-06-23 23:30:00,10.9,0.3,6.6,0.1
,20.0,4.4,40.5,2.9,0.24,23.0,11.8,21.9,71.0,2.1,-0.1,209.0,2016-06-24 00:00:00,10.6,0.3,6.2,0.1
,20.0,3.9,39.2,2.6,0.25,21.9,12.2,21.6,72.0,1.9,-0.1,251.0,2016-06-24 00:30:00,10.4,0.3,5.8,0.1
,7.0,3.5,38.6,2.9,0.24,21.5,12.4,21.5,72.0,2.3,-0.1,236.0,2016-06-24 00:45:00,10.6,0.3,6.2,0.1
,7.0,3.2,36.8,2.6,0.22,20.3,11.1,21.3,72.0,2.4,-0.1,258.0,2016-06-24 01:00:00,10.6,0.3,6.2,0.1
,7.0,2.9,36.2,1.7,0.21,19.7,11.6,21.2,72.0,2.7,-0.1,249.0,2016-06-24 01:15:00,10.3,0.3,6.2,0.1
,7.0,2.5,35.5,2.0,0.21,19.2,11.4,21.1,72.0,2.6,-0.1,215.0,2016-06-24 01:30:00,10.3,0.3,5.8,0.1
,4.0,2.1,34.3,2.6,0.2,18.3,11.4,21.0,73.0,2.6,-0.1,224.0,2016-06-24 01:45:00,10.6,0.1,5.3,0.1
,4.0,1.6,33.3,2.3,0.2,17.4,10.9,20.8,74.0,2.7,-0.1,254.0,2016-06-24 02:15:00,10.3,0.1,5.3,0.1
,4.0,1.6,32.9,1.4,0.2,17.2,11.1,20.9,74.0,3.1,-0.1,246.0,2016-06-24 02:30:00,10.3,0.1,5.3,0.1
,1.0,1.9,32.2,1.1,0.2,17.1,43.3,20.9,73.0,2.9,-0.1,221.0,2016-06-24 02:45:00,10.5,0.1,4.9,0.1
,1.0,1.6,31.4,1.7,0.2,16.5,,20.8,73.0,3.3,-0.1,202.0,2016-06-24 03:00:00,10.9,0.1,4.9,0.1
,1.0,1.5,30.8,2.0,0.2,16.1,9.6,20.8,73.0,3.5,-0.1,232.0,2016-06-24 03:15:00,10.9,0.1,4.9,0.1
,1.0,1.6,30.8,2.3,0.21,16.2,10.5,20.6,74.0,3.5,-0.1,246.0,2016-06-24 03:30:00,10.6,0.1,4.9,0.1
,7.0,3.6,31.4,2.6,0.22,18.0,11.4,20.6,73.0,2.7,-0.1,250.0,2016-06-24 04:00:00,9.8,0.1,4.5,0.1
,7.0,2.5,32.5,2.3,0.21,17.7,11.8,20.4,73.0,3.0,-0.1,258.0,2016-06-24 04:15:00,10.4,0.1,4.1,0.1
,20.0,5.5,34.5,2.3,0.21,20.9,12.9,20.6,72.0,2.8,-0.1,219.0,2016-06-24 04:45:00,9.4,0.1,4.1,0.1
,20.0,4.3,34.7,2.3,0.21,20.1,12.4,20.8,71.0,3.0,-0.1,250.0,2016-06-24 05:00:00,10.0,0.1,4.5,0.1
,20.0,4.3,35.1,2.0,0.21,20.4,12.4,20.9,70.0,3.1,-0.1,238.0,2016-06-24 05:15:00,10.0,0.1,4.5,0.1
,13.0,4.7,35.9,2.3,0.21,21.0,12.9,21.1,68.0,3.5,-0.1,189.0,2016-06-24 05:45:00,9.8,0.1,4.5,0.1
,13.0,4.4,37.8,2.9,0.24,21.7,12.4,21.0,68.0,3.1,-0.1,200.0,2016-06-24 06:00:00,9.5,0.1,4.1,0.1
,13.0,6.4,40.7,4.9,0.25,24.6,12.9,21.2,68.0,2.9,-0.1,224.0,2016-06-24 06:15:00,9.6,0.1,4.1,0.1
,18.0,10.6,41.5,6.6,0.25,28.1,15.4,21.7,67.0,3.1,-0.1,126.0,2016-06-24 06:45:00,9.4,0.3,4.5,0.1
,18.0,11.0,45.4,7.1,0.26,30.3,15.4,21.8,67.0,3.0,-0.1,141.0,2016-06-24 07:00:00,8.8,0.3,4.5,0.1
,18.0,8.8,42.1,6.9,0.25,27.1,15.2,22.1,66.0,2.8,-0.1,208.0,2016-06-24 07:15:00,10.0,0.3,4.5,0.1
,18.0,9.2,41.9,7.1,0.25,27.3,13.1,22.2,66.0,3.1,-0.1,202.0,2016-06-24 07:30:00,9.3,0.3,4.5,0.1
,27.0,10.0,46.6,7.7,0.24,30.3,13.5,22.8,65.0,2.6,-0.1,229.0,2016-06-24 08:00:00,9.0,0.3,4.5,0.1
,27.0,10.0,42.9,8.0,0.24,28.4,13.7,22.9,65.0,2.9,-0.1,231.0,2016-06-24 08:15:00,10.0,0.3,4.5,0.1
,27.0,10.3,46.2,7.7,0.28,30.2,13.5,23.2,65.0,2.9,-0.1,176.0,2016-06-24 08:30:00,10.4,0.3,4.5,0.1
2.0,18.0,11.0,47.2,7.7,0.3,31.2,14.1,23.4,65.0,3.1,-0.1,173.0,2016-06-24 09:00:00,9.4,0.3,4.9,0.1
2.0,18.0,12.5,47.9,7.7,0.32,32.7,14.1,23.8,65.0,2.8,-0.1,182.0,2016-06-24 09:15:00,9.3,0.3,5.3,0.1
2.0,18.0,15.3,52.0,7.4,0.35,36.7,14.6,24.2,63.0,3.0,-0.1,192.0,2016-06-24 09:30:00,9.7,0.3,5.3,0.1
2.0,27.0,13.8,51.1,7.1,0.0,35.2,14.4,24.1,63.0,2.8,-0.1,182.0,2016-06-24 09:45:00,9.9,0.7,5.3,0.1
2.0,27.0,14.7,51.6,7.1,40.99,36.1,14.6,24.6,62.0,2.7,-0.1,140.0,2016-06-24 10:00:00,9.3,0.7,5.8,0.1
2.0,27.0,16.3,53.2,7.4,0.45,38.1,15.2,24.7,62.0,2.8,-0.1,128.0,2016-06-24 10:15:00,10.3,0.7,5.3,0.1
2.0,27.0,15.7,52.2,7.1,0.44,37.1,14.4,24.7,63.0,2.7,-0.1,155.0,2016-06-24 10:30:00,9.8,0.7,5.8,0.1
2.0,24.0,14.7,51.6,8.0,0.41,36.1,14.4,24.9,62.0,2.6,-0.1,151.0,2016-06-24 10:45:00,10.1,0.7,5.8,0.1
2.0,24.0,13.5,50.1,,0.4,34.6,15.2,25.1,62.0,2.5,-0.1,141.0,2016-06-24 11:00:00,9.9,0.7,5.8,0.1
2.0,24.0,13.3,50.7,,0.43,34.6,15.0,25.8,61.0,2.3,-0.1,149.0,2016-06-24 11:15:00,9.7,0.7,6.2,0.1
2.0,24.0,13.5,51.6,6.3,0.45,35.1,14.6,26.0,60.0,2.6,-0.1,201.0,2016-06-24 11:30:00,9.7,0.3,5.8,0.1
2.0,18.0,12.2,3.3,6.3,0.43,10.7,15.9,26.0,60.0,2.4,-0.1,186.0,2016-06-24 11:45:00,7.4,0.7,5.8,0.1
2.0,18.0,9.9,48.9,5.4,0.43,31.2,15.4,25.8,60.0,2.2,-0.1,154.0,2016-06-24 12:30:00,8.3,0.3,6.2,0.1
2.0,14.0,10.0,52.2,5.4,0.41,32.9,14.4,26.1,60.0,2.2,-0.1,202.0,2016-06-24 12:45:00,8.3,0.3,5.8,0.1
2.0,14.0,9.9,52.0,5.1,0.39,32.8,13.5,26.4,60.0,2.0,-0.1,207.0,2016-06-24 13:00:00,8.3,0.3,5.8,0.1
2.0,14.0,8.4,52.2,4.9,0.38,31.7,14.4,26.1,60.0,2.5,-0.1,147.0,2016-06-24 13:15:00,8.4,0.3,6.2,0.1
2.0,14.0,8.6,52.0,4.9,0.36,31.7,13.9,25.9,60.0,1.9,-0.1,179.0,2016-06-24 13:30:00,8.4,0.3,6.2,0.1
2.0,16.0,9.2,52.0,4.9,0.35,32.2,13.7,25.8,61.0,1.8,-0.1,242.0,2016-06-24 13:45:00,8.3,0.7,6.2,0.1
2.0,16.0,9.8,53.8,4.9,0.34,33.5,14.1,25.6,61.0,2.2,-0.1,95.0,2016-06-24 14:00:00,7.3,0.3,6.6,0.1
2.0,16.0,12.9,55.0,5.1,0.36,36.4,14.8,25.8,61.0,2.0,-0.1,173.0,2016-06-24 14:15:00,8.2,0.3,6.6,0.1
2.0,16.0,14.7,55.5,5.1,0.38,38.0,15.2,25.7,62.0,1.8,-0.1,105.0,2016-06-24 14:30:00,8.8,0.3,6.6,0.1
2.0,20.0,10.9,55.5,6.0,0.36,35.1,14.1,25.3,62.0,1.8,-0.1,103.0,2016-06-24 14:45:00,8.6,0.3,6.6,0.1
2.0,20.0,14.7,57.1,5.7,0.36,38.7,14.6,25.5,63.0,1.4,-0.1,116.0,2016-06-24 15:00:00,7.8,0.7,7.0,0.1
2.0,20.0,12.5,55.9,6.3,0.36,36.4,13.9,25.5,62.0,1.5,-0.1,115.0,2016-06-24 15:15:00,8.6,0.7,7.0,0.1
2.0,20.0,10.5,53.6,5.7,0.36,34.0,13.5,25.3,63.0,1.3,-0.1,67.0,2016-06-24 15:30:00,8.7,0.7,7.0,0.1
2.0,19.0,9.2,54.6,5.4,0.35,33.5,13.3,25.3,63.0,1.6,-0.1,128.0,2016-06-24 15:45:00,8.6,0.7,7.4,0.1
2.0,23.0,13.3,43.3,4.9,0.32,31.1,15.9,21.4,78.0,2.1,-0.1,259.0,2016-06-27 09:00:00,5.9,0.3,4.9,0.1
2.0,23.0,11.5,40.7,4.9,0.32,28.4,14.8,21.5,78.0,2.0,-0.1,293.0,2016-06-27 09:15:00,6.2,0.3,4.9,0.1
2.0,23.0,9.2,39.0,5.1,0.31,25.9,14.6,21.5,78.0,2.1,-0.1,295.0,2016-06-27 09:30:00,6.6,0.3,4.9,0.1
1.0,14.0,13.3,40.1,5.1,41.08,29.4,13.1,21.7,78.0,1.8,-0.1,192.0,2016-06-27 10:00:00,6.2,0.3,4.5,0.1
1.0,14.0,18.8,42.1,4.9,0.5,34.5,13.9,21.8,78.0,1.8,-0.1,163.0,2016-06-27 10:15:00,6.1,0.7,4.5,0.1
1.0,14.0,17.7,39.6,5.1,0.49,32.4,13.7,22.0,78.0,1.7,-0.1,154.0,2016-06-27 10:30:00,6.8,0.7,4.5,0.1
8.0,43.0,19.0,42.5,5.1,0.49,34.9,15.0,22.1,78.0,1.6,-0.1,267.0,2016-06-27 10:45:00,5.5,0.7,4.9,0.1
8.0,43.0,11.9,37.8,,0.45,27.3,13.9,22.3,77.0,1.4,-0.1,289.0,2016-06-27 11:00:00,6.7,0.7,4.5,0.1
8.0,43.0,16.8,41.1,,0.5,32.5,13.3,22.6,76.0,1.5,-0.1,246.0,2016-06-27 11:15:00,5.9,0.7,4.9,0.1
8.0,43.0,15.9,42.7,4.6,0.48,32.8,15.0,22.7,77.0,1.5,-0.1,199.0,2016-06-27 11:30:00,6.5,0.7,5.3,0.1
13.0,20.0,13.3,3.9,4.6,0.49,12.0,15.9,22.9,77.0,1.4,-0.1,170.0,2016-06-27 11:45:00,6.2,0.7,5.3,0.1
13.0,20.0,492.0,21.6,4.6,0.48,373.6,14.6,22.7,77.0,1.5,-0.1,253.0,2016-06-27 12:00:00,,0.7,5.3,0.1
13.0,20.0,15.5,41.3,5.1,0.51,31.7,14.6,22.9,76.0,1.2,-0.1,142.0,2016-06-27 12:15:00,5.1,0.7,5.8,0.1
13.0,20.0,20.1,48.5,5.4,0.52,38.6,15.4,23.1,75.0,1.5,-0.1,215.0,2016-06-27 12:30:00,5.0,0.7,5.8,0.1
10.0,23.0,19.2,47.0,5.4,0.55,37.1,16.1,23.2,75.0,1.5,-0.1,165.0,2016-06-27 12:45:00,6.0,0.7,5.8,0.1
10.0,23.0,13.8,44.8,6.3,0.46,32.1,15.6,23.7,73.0,1.4,-0.1,199.0,2016-06-27 13:00:00,6.5,1.0,6.2,0.5
10.0,23.0,10.6,41.9,6.9,0.45,28.4,15.4,23.9,72.0,1.2,-0.1,230.0,2016-06-27 13:15:00,6.8,0.7,6.2,0.1
10.0,23.0,14.1,42.9,6.3,0.49,31.4,15.4,24.5,71.0,1.2,-0.1,200.0,2016-06-27 13:30:00,6.5,1.0,6.2,0.1
7.0,27.0,14.9,44.2,5.7,0.44,32.6,14.1,24.4,71.0,1.1,-0.1,248.0,2016-06-27 13:45:00,5.9,0.7,5.8,0.1
7.0,27.0,21.0,47.0,5.7,0.49,38.6,15.4,24.5,71.0,1.1,-0.1,281.0,2016-06-27 14:00:00,5.5,0.7,5.8,0.1
7.0,27.0,16.8,47.0,5.7,0.49,35.4,16.3,24.3,71.0,1.1,-0.1,217.0,2016-06-27 14:15:00,5.5,0.7,6.2,0.1
7.0,27.0,15.3,46.0,5.4,0.45,33.8,15.4,23.9,73.0,1.2,-0.1,151.0,2016-06-27 14:30:00,6.8,0.7,6.2,0.5
8.0,15.0,12.6,45.2,6.3,0.43,31.4,13.1,23.7,74.0,1.5,-0.1,249.0,2016-06-27 15:00:00,7.4,0.7,6.2,0.5
8.0,15.0,23.9,52.0,6.6,0.49,43.1,12.2,24.7,70.0,1.6,-0.1,146.0,2016-06-27 15:30:00,5.9,0.7,6.6,0.1
3.0,24.0,15.4,48.3,6.6,0.45,35.0,16.9,24.9,69.0,1.3,-0.1,197.0,2016-06-27 15:45:00,7.2,0.7,6.6,0.1
3.0,24.0,21.3,50.1,6.0,0.54,40.3,15.2,24.6,70.0,1.1,-0.1,245.0,2016-06-27 16:00:00,6.7,0.7,6.6,0.1
3.0,24.0,14.2,46.4,5.4,0.45,33.1,13.1,24.1,72.0,1.2,-0.1,209.0,2016-06-27 16:15:00,7.2,0.7,7.0,0.1
2.0,18.0,12.3,46.4,5.7,0.44,31.8,19.9,23.6,72.0,1.2,-0.1,177.0,2016-06-27 16:45:00,7.2,1.0,7.4,0.5
2.0,18.0,12.6,48.1,6.0,0.44,32.8,14.8,23.6,72.0,0.8,-0.1,164.0,2016-06-27 17:00:00,7.4,0.7,7.4,0.1
2.0,18.0,14.6,52.2,6.0,0.49,36.4,13.3,23.6,72.0,1.0,-0.1,286.0,2016-06-27 17:15:00,6.8,0.7,7.4,0.1
2.0,18.0,11.1,49.9,5.4,0.45,32.7,19.7,23.4,73.0,1.1,-0.1,116.0,2016-06-27 17:30:00,6.7,0.7,7.4,0.1
18.0,20.0,12.5,49.5,5.7,0.46,33.4,22.9,23.4,72.0,1.3,-0.1,196.0,2016-06-27 17:45:00,7.2,0.7,7.4,0.1
18.0,20.0,11.4,48.9,6.3,0.44,32.3,16.7,23.4,71.0,1.6,-0.1,198.0,2016-06-27 18:00:00,6.5,0.7,7.4,0.1
18.0,20.0,8.8,44.4,5.4,0.41,28.2,11.1,23.3,70.0,2.0,-0.1,208.0,2016-06-27 18:15:00,7.4,0.7,7.4,0.1
18.0,20.0,8.3,45.0,5.4,0.4,28.1,19.7,23.3,70.0,1.6,-0.1,253.0,2016-06-27 18:30:00,6.5,0.7,7.0,0.5
5.0,27.0,10.6,48.7,6.0,0.45,31.7,21.6,23.3,70.0,1.1,-0.1,276.0,2016-06-27 19:00:00,7.1,0.7,6.2,0.1
5.0,27.0,12.6,47.4,5.7,0.41,32.4,24.9,23.1,71.0,1.3,-0.1,235.0,2016-06-27 19:15:00,7.7,0.7,5.8,0.1
5.0,27.0,17.2,47.2,5.1,0.45,35.8,22.7,23.0,71.0,1.4,-0.1,296.0,2016-06-27 19:30:00,5.5,0.7,6.2,0.1
10.0,27.0,14.5,46.4,5.7,0.43,33.4,22.3,23.0,71.0,1.4,-0.1,246.0,2016-06-27 19:45:00,5.5,0.7,6.6,0.1
10.0,27.0,10.3,45.4,5.7,0.41,29.8,20.1,23.0,71.0,1.6,-0.1,258.0,2016-06-27 20:00:00,6.2,0.7,6.6,0.1
10.0,27.0,9.1,44.4,5.4,0.39,28.4,21.9,23.0,70.0,1.7,-0.1,273.0,2016-06-27 20:15:00,6.7,0.7,7.0,0.1
10.0,27.0,11.7,44.6,6.0,0.38,30.3,22.1,22.9,71.0,1.8,-0.1,222.0,2016-06-27 20:30:00,5.5,0.7,7.0,0.1
14.0,37.0,7.8,41.9,6.0,0.35,26.2,21.6,22.5,72.0,1.7,-0.1,286.0,2016-06-27 20:45:00,6.9,0.7,6.6,0.1
14.0,37.0,7.5,42.3,5.1,0.35,26.1,15.6,22.3,73.0,1.5,-0.1,240.0,2016-06-27 21:00:00,6.3,0.7,6.6,0.1
14.0,37.0,7.5,43.1,6.3,0.32,26.6,18.2,21.6,77.0,1.8,-0.1,277.0,2016-06-27 21:30:00,6.5,0.3,6.6,0.1
8.0,35.0,7.5,41.9,5.4,0.32,25.9,20.6,21.3,74.0,2.1,-0.1,289.0,2016-06-27 21:45:00,6.8,0.3,6.6,0.1
8.0,35.0,5.8,42.9,5.7,0.3,25.1,13.7,21.4,71.0,2.2,-0.1,298.0,2016-06-27 22:00:00,6.2,0.3,6.2,0.1
8.0,35.0,5.2,42.1,6.3,0.29,24.4,10.5,21.6,71.0,1.5,-0.1,190.0,2016-06-27 22:15:00,6.2,0.3,6.2,0.1
8.0,35.0,4.7,39.2,5.7,0.29,22.6,18.0,21.7,72.0,1.6,-0.1,280.0,2016-06-27 22:30:00,6.5,0.3,6.2,0.1
8.0,29.0,4.4,38.8,5.7,0.29,22.1,22.5,21.6,75.0,1.5,-0.1,275.0,2016-06-27 22:45:00,6.5,0.3,5.8,0.1
8.0,29.0,5.6,38.2,4.9,0.31,22.7,14.1,21.2,78.0,1.7,-0.1,237.0,2016-06-27 23:00:00,6.9,0.3,5.8,0.1
8.0,29.0,7.9,40.1,5.4,0.31,25.5,14.8,20.8,80.0,1.5,-0.1,270.0,2016-06-27 23:15:00,6.1,0.3,5.8,0.1
8.0,29.0,9.4,42.1,5.7,0.31,27.5,13.5,20.7,82.0,1.7,-0.1,248.0,2016-06-27 23:30:00,6.2,0.3,5.3,0.1
11.0,44.0,5.1,35.5,5.4,0.29,21.0,13.5,20.5,81.0,2.1,-0.1,243.0,2016-06-28 00:00:00,6.8,0.3,4.9,0.1
11.0,44.0,3.8,33.9,5.7,0.29,19.3,11.8,20.6,80.0,2.7,-0.1,229.0,2016-06-28 00:15:00,7.0,0.3,4.9,0.1
11.0,44.0,3.2,32.5,6.0,0.29,18.3,19.7,20.8,80.0,3.0,-0.1,231.0,2016-06-28 00:30:00,6.8,0.3,4.5,0.1
8.0,39.0,2.9,29.6,5.4,0.28,16.6,20.6,20.8,79.0,2.7,-0.1,228.0,2016-06-28 00:45:00,6.6,0.3,4.1,0.1
8.0,39.0,2.5,27.5,5.7,0.26,15.3,14.8,20.8,79.0,2.8,-0.1,232.0,2016-06-28 01:00:00,6.1,0.3,3.7,0.1
8.0,39.0,2.4,26.5,6.3,0.25,14.7,13.5,20.8,80.0,2.3,-0.1,235.0,2016-06-28 01:15:00,5.8,0.3,2.9,0.1
8.0,39.0,2.9,26.3,5.7,0.26,15.0,20.8,20.6,80.0,1.8,-0.1,216.0,2016-06-28 01:30:00,5.9,0.1,2.5,0.1
10.0,35.0,2.7,27.9,6.0,0.28,15.6,21.9,20.5,81.0,1.7,-0.1,246.0,2016-06-28 01:45:00,5.9,0.1,2.5,0.1
10.0,35.0,2.5,29.4,6.0,0.25,16.1,21.0,20.1,83.0,1.6,-0.1,147.0,2016-06-28 02:15:00,5.9,0.1,2.9,0.1
10.0,35.0,2.0,29.6,4.9,0.25,15.8,24.4,20.1,83.0,1.8,-0.1,231.0,2016-06-28 02:30:00,6.2,0.3,3.3,0.1
7.0,42.0,1.5,29.2,5.1,0.25,15.4,25.1,20.1,83.0,1.5,-0.1,283.0,2016-06-28 02:45:00,6.6,0.1,3.3,0.1
7.0,42.0,1.7,29.8,5.4,0.26,15.7,9.9,20.0,84.0,1.5,-0.1,191.0,2016-06-28 03:15:00,6.5,0.1,3.7,0.1
7.0,42.0,1.6,30.2,6.3,0.26,15.9,10.3,20.0,83.0,1.8,-0.1,262.0,2016-06-28 03:30:00,6.6,0.1,4.1,0.1
3.0,40.0,1.7,30.0,6.0,0.26,15.9,9.0,20.1,83.0,2.0,-0.1,260.0,2016-06-28 03:45:00,6.6,0.1,4.1,0.1
3.0,40.0,2.1,29.0,6.0,0.25,15.7,13.1,20.2,82.0,2.1,-0.1,241.0,2016-06-28 04:00:00,6.3,0.1,4.1,0.1
3.0,40.0,4.0,28.3,6.0,0.25,16.8,13.9,20.3,82.0,1.8,-0.1,266.0,2016-06-28 04:15:00,5.6,0.1,4.1,0.1
